id,nombreCurso,grupo,nota,periodo
545,Calculo 1,1,0.4,2022-1
546,Ingles 4,4,0.1,2022-3
547,Seminario de Ing. de Datos e I.A.,5,2.2,2023-1
548,Electiva Libre I,1,1.7,2021-3
549,Seguridad de la informacion,1,2.1,2021-1
550,Electiva Libre I,2,0.6,2022-3
551,ETL (Extraccion,1,0.3,2022-3
552,Calculo 2,1,4.5,2023-1
553,Formacion Ciudadana I : Identidades y Pluralismo,4,2.1,2021-1
554,Almacenamiento de Datos,3,4.5,2021-1
555,Transformacion y Carga),4,3.1,2024-1
556,Formacion Ciudadana II: Sociedad y Estado,4,2.9,2023-3
557,Electiva de Lectura y Escritura,1,0.1,2024-1
558,Calculo 1,3,1.0,2023-1
559,Ingenieria y Sostenibilidad,2,4.3,2024-1
560,Matematicas Fundamentales,4,3.2,2023-1
561,Electiva Profesional 4,3,4.1,2022-1
562,Ingles 3,5,2.1,2022-1
563,Electiva Profesional 3,4,1.5,2022-3
564,Legislacion y etica en el manejo de datos,1,1.2,2021-1
565,Formacion Ciudadana III: Paz y Convivencia,1,4.5,2021-1
566,Electiva Profesional 3,2,0.4,2023-1
567,Seguridad de la informacion,2,1.5,2023-3
568,Formacion Ciudadana II: Sociedad y Estado,1,4.3,2022-1
569,Estadistica y Probabilidad I,3,4.9,2022-1
570,Calculo 1,3,3.6,2024-1
571,Matematicas Fundamentales,3,3.9,2023-3
572,Logica y Matematica Discreta,4,3.4,2022-1
573,ETL (Extraccion,3,4.2,2024-1
574,Estadistica y Probabilidad I,2,3.7,2021-1
575,Matematicas Fundamentales,2,2.9,2021-1
576,Estadistica y Probabilidad I,3,1.9,2023-1
577,Analitica de Datos,2,4.1,2024-1
578,Electiva Profesional 5,2,4.4,2021-1
579,Legislacion y etica en el manejo de datos,5,0.9,2022-1
580,Ingles 5,2,2.8,2022-3
581,Ingles 4,4,0.6,2022-3
582,Electiva de Lectura y Escritura,4,2.1,2022-1
583,Analitica de Datos,3,5.0,2023-3
584,Electiva Profesional 4,3,3.3,2022-1
585,ETL (Extraccion,1,1.4,2022-3
586,ETL (Extraccion,3,4.0,2021-3
587,Almacenamiento de Datos,4,1.7,2022-1
588,Ingenieria y Sostenibilidad,1,3.9,2021-1
589,Ingles 5,2,0.4,2022-1
590,Electiva Profesional 2,1,1.9,2021-3
591,Ingles 2,4,3.3,2022-1
592,Estadistica y Probabilidad I,4,4.4,2023-3
593,Matematicas Fundamentales,2,1.0,2021-3
594,Seguridad de la informacion,2,3.7,2023-3
595,Sistemas Operativos,3,4.8,2021-1
596,Electiva Profesional 5,1,3.1,2023-1
597,Matematicas Fundamentales,5,3.0,2021-3
598,Seminario de Ing. de Datos e I.A.,2,2.3,2021-1
599,Formacion Ciudadana II: Sociedad y Estado,1,0.1,2022-1
600,Electiva Profesional 5,3,3.4,2022-1
601,Logica y Matematica Discreta,2,1.0,2022-3
602,Ingles 4,4,0.0,2022-3
603,ETL (Extraccion,4,0.5,2021-1
604,Ingles 1,1,3.8,2022-3
605,Calculo 1,5,4.7,2022-3
606,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,3.3,2022-3
607,ETL (Extraccion,5,1.0,2021-3
608,Electiva Profesional 3,4,2.9,2021-1
609,Ingles 4,5,4.2,2022-1
610,Seguridad de la informacion,1,2.7,2023-1
611,Analitica de Datos,1,1.4,2023-1
612,Ingles 5,2,4.9,2022-1
613,Analitica de Datos,1,2.9,2021-1
614,Estadistica y Probabilidad II,2,1.8,2021-3
615,Redes e Infraestructura,3,1.7,2023-3
616,Ingles 3,1,1.6,2021-3
617,Legislacion y etica en el manejo de datos,4,4.8,2021-1
618,Estadistica y Probabilidad II,3,2.2,2021-1
619,Ingles 1,3,3.7,2024-1
620,Seminario de Ing. de Datos e I.A.,4,0.2,2021-1
621,Ingles 2,4,3.4,2023-1
622,Inteligencia Artificial,2,1.6,2023-3
623,Calculo 1,5,4.4,2023-1
624,Algebra Lineal,4,2.1,2023-1
625,Electiva Profesional 3,4,0.5,2021-3
626,Estadistica y Probabilidad I,4,0.2,2024-1
627,Ingles 3,1,3.4,2024-1
628,ETL (Extraccion,3,3.4,2021-1
629,Logica y Matematica Discreta,2,4.2,2022-1
630,Electiva Profesional I,4,0.4,2024-1
631,Transformacion y Carga),1,0.7,2021-1
632,Inteligencia Artificial,3,3.8,2023-3
633,Innovacion y Emprendimiento,4,0.2,2022-1
634,Estadistica y Probabilidad II,2,3.4,2024-1
635,Ingles 4,1,2.9,2024-1
636,Legislacion y etica en el manejo de datos,4,3.9,2022-3
637,Ingles 1,4,5.0,2022-1
638,Almacenamiento de Datos,3,4.0,2021-3
639,Logica y Matematica Discreta,1,0.5,2022-3
640,Sistemas Operativos,2,0.8,2024-1
641,Electiva Profesional I,2,3.6,2021-1
642,ETL (Extraccion,4,1.8,2024-1
643,Electiva Profesional 2,2,1.9,2022-1
644,Ingles 3,2,4.6,2024-1
645,Electiva Libre I,3,4.2,2022-1
646,Electiva Profesional 3,1,0.4,2021-3
647,Electiva Profesional I,3,1.5,2023-3
648,Algebra Lineal,1,4.0,2021-1
649,ETL (Extraccion,3,2.7,2022-3
650,Formacion Ciudadana III: Paz y Convivencia,5,4.2,2022-3
651,Analitica de Datos,1,1.7,2021-1
652,Comunicacion Oral y Escrita,5,0.2,2023-1
653,Inteligencia Artificial,3,4.4,2021-3
654,Electiva Profesional 4,4,0.6,2024-1
655,Analitica de Datos,3,1.9,2023-3
656,Seminario de Ing. de Datos e I.A.,1,2.7,2022-1
657,ETL (Extraccion,5,1.7,2022-1
658,Electiva Profesional 2,4,0.0,2022-1
659,Formacion Ciudadana III: Paz y Convivencia,2,4.4,2021-3
660,Seguridad de la informacion,4,4.3,2022-3
661,Legislacion y etica en el manejo de datos,4,0.5,2023-3
662,Electiva Profesional I,5,3.7,2024-1
663,Electiva Libre I,1,0.2,2021-1
664,Programacion,3,2.1,2022-3
665,Redes e Infraestructura,5,1.1,2023-1
666,Calculo 1,2,0.0,2023-3
667,Redes e Infraestructura,2,4.9,2022-1
668,Calculo 1,2,4.9,2022-3
669,Seminario de Ing. de Datos e I.A.,5,4.5,2022-3
670,Electiva Libre I,2,1.6,2022-3
671,Programacion,3,2.8,2022-1
672,Electiva Profesional I,2,4.6,2023-1
673,Ingenieria y Sostenibilidad,4,3.4,2022-3
674,Legislacion y etica en el manejo de datos,3,4.8,2023-1
675,Ingenieria y Sostenibilidad,1,0.8,2023-1
676,Estadistica y Probabilidad II,1,3.0,2022-1
677,Ingles 5,1,1.3,2021-3
678,Electiva Profesional I,5,3.1,2023-3
679,Redes e Infraestructura,4,4.5,2024-1
680,Electiva Profesional 4,2,0.9,2024-1
681,Seminario de Ing. de Datos e I.A.,3,0.8,2021-3
682,Formacion Ciudadana II: Sociedad y Estado,4,0.0,2023-1
683,Inteligencia Artificial,2,1.8,2023-1
684,Seguridad de la informacion,5,2.9,2022-3
685,Logica y Matematica Discreta,2,1.0,2024-1
686,Ingles 1,4,0.4,2023-1
687,Transformacion y Carga),5,4.9,2023-3
688,Ingenieria y Sostenibilidad,1,3.5,2022-3
689,Formacion Ciudadana III: Paz y Convivencia,2,4.0,2021-3
690,Seminario de Ing. de Datos e I.A.,5,1.5,2023-3
691,Seminario de Ing. de Datos e I.A.,4,2.8,2024-1
692,Innovacion y Emprendimiento,2,1.1,2022-1
693,Ingles 1,3,4.7,2023-3
694,Programacion,5,1.4,2023-1
695,Programacion,2,4.9,2023-1
696,Electiva Profesional I,5,3.5,2021-1
697,Redes e Infraestructura,1,4.6,2023-1
698,Sistemas Operativos,4,3.0,2021-1
699,Estadistica y Probabilidad I,2,1.0,2023-1
700,Ingles 3,2,0.9,2023-3
701,Ingles 1,2,0.8,2022-3
702,ETL (Extraccion,3,2.7,2024-1
703,Seminario de Ing. de Datos e I.A.,2,4.9,2022-3
704,Electiva de Ciencias Sociales,5,0.9,2021-1
705,Estadistica y Probabilidad II,4,2.0,2024-1
706,Formacion Ciudadana I : Identidades y Pluralismo,4,3.2,2022-1
707,Electiva Profesional I,2,4.7,2021-1
708,ETL (Extraccion,2,4.7,2022-3
709,Formacion Ciudadana I : Identidades y Pluralismo,5,1.1,2024-1
710,ETL (Extraccion,4,3.0,2023-3
711,Almacenamiento de Datos,4,3.3,2024-1
712,Innovacion y Emprendimiento,1,2.7,2021-3
713,Calculo 1,4,2.6,2024-1
714,Legislacion y etica en el manejo de datos,5,3.9,2022-3
715,Electiva Profesional 4,1,1.9,2024-1
716,Matematicas Fundamentales,2,4.2,2023-1
717,Analitica de Datos,4,1.9,2022-1
718,Analitica de Datos,1,3.1,2021-1
719,Almacenamiento de Datos,1,3.3,2021-1
720,Ingles 5,3,5.0,2021-1
721,Formacion Ciudadana II: Sociedad y Estado,2,4.2,2021-1
722,Electiva Profesional 3,3,3.3,2023-1
723,Innovacion y Emprendimiento,2,1.1,2022-3
724,Ingles 5,5,4.6,2022-1
725,Logica y Matematica Discreta,1,0.9,2021-1
726,Calculo 1,3,0.1,2023-1
727,Electiva de Ciencias Sociales,3,2.7,2021-3
728,Ingles 3,3,1.7,2022-3
729,Ingles 4,2,3.5,2022-3
730,Administracion para Ingenieros,2,2.2,2021-3
731,Redes e Infraestructura,4,4.5,2023-3
732,Almacenamiento de Datos,2,2.2,2021-1
733,Ingles 1,4,4.0,2022-3
734,Ingles 3,2,1.4,2021-3
735,Electiva Profesional 5,1,1.2,2022-1
736,Electiva Profesional 2,4,3.7,2021-3
737,Inteligencia Artificial,4,1.3,2022-3
738,Ingles 4,3,2.7,2022-1
739,Estadistica y Probabilidad II,2,1.0,2023-3
740,Electiva Profesional I,1,2.8,2022-1
741,Calculo 2,5,2.1,2024-1
742,Ingenieria y Sostenibilidad,1,4.9,2024-1
743,Formacion Ciudadana I : Identidades y Pluralismo,5,0.2,2023-1
744,Electiva Profesional 3,1,3.7,2022-1
745,Electiva Profesional 4,5,4.8,2021-3
746,Legislacion y etica en el manejo de datos,1,1.1,2021-3
747,Comunicacion Oral y Escrita,1,0.4,2021-3
748,Electiva Profesional I,4,3.9,2021-3
749,Formacion Ciudadana III: Paz y Convivencia,2,0.9,2022-3
750,Electiva de Ciencias Sociales,1,2.1,2022-1
751,Administracion para Ingenieros,1,1.2,2022-3
752,Ingles 5,5,1.8,2023-1
753,Ingles 1,3,0.3,2023-3
754,Electiva de Ciencias Sociales,1,0.4,2021-3
755,Ingles 2,3,5.0,2022-3
756,Ingles 5,2,1.3,2024-1
757,Seguridad de la informacion,1,4.1,2022-3
758,Redes e Infraestructura,5,2.4,2023-3
759,Electiva Libre I,2,2.7,2023-3
760,Electiva de Lectura y Escritura,4,3.5,2022-1
761,Algebra Lineal,2,4.8,2023-3
762,Formacion Ciudadana II: Sociedad y Estado,3,2.5,2021-1
763,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,1.0,2021-3
764,Analitica de Datos,1,2.1,2021-1
765,Formacion Ciudadana II: Sociedad y Estado,4,3.6,2022-1
766,Calculo 1,2,2.1,2021-1
767,Electiva Profesional 5,5,0.3,2024-1
768,Almacenamiento de Datos,5,0.1,2022-1
769,Electiva Profesional 2,3,0.4,2024-1
770,Inteligencia Artificial,4,0.3,2023-1
771,Calculo 1,1,0.3,2023-1
772,Electiva Libre I,4,0.3,2021-1
773,Seguridad de la informacion,1,1.8,2023-3
774,Electiva Libre I,3,3.6,2021-3
775,Electiva Libre I,2,4.2,2022-3
776,Ingles 1,3,0.3,2023-1
777,Algebra Lineal,1,2.0,2023-3
778,Algebra Lineal,3,2.3,2021-3
779,Ingles 3,4,1.4,2022-1
780,Transformacion y Carga),1,1.4,2021-3
781,Ingles 3,2,0.5,2022-1
782,Electiva Profesional 4,2,4.6,2022-3
783,Electiva Profesional 4,4,2.2,2024-1
784,Seguridad de la informacion,3,2.7,2022-3
785,Electiva de Lectura y Escritura,1,3.1,2023-3
786,Electiva Profesional 5,4,2.0,2022-1
787,Legislacion y etica en el manejo de datos,1,4.6,2021-3
788,Electiva Profesional 4,1,3.7,2024-1
789,Sistemas Operativos,5,0.1,2023-1
790,Electiva Profesional 3,1,3.8,2023-3
791,Redes e Infraestructura,5,0.9,2023-3
792,Electiva de Ciencias Sociales,1,3.3,2024-1
793,Electiva de Ciencias Sociales,1,1.1,2022-3
794,Ingenieria y Sostenibilidad,2,3.4,2022-1
795,Electiva Profesional 3,4,3.8,2023-3
796,Estadistica y Probabilidad I,1,0.7,2023-3
797,Ingles 5,1,3.4,2024-1
798,Electiva Profesional 5,5,3.7,2022-1
799,Ingles 3,3,2.6,2024-1
800,Electiva de Ciencias Sociales,3,1.3,2021-1
801,Estadistica y Probabilidad II,2,1.6,2022-1
802,Electiva Profesional 3,5,2.3,2023-1
803,Calculo 2,3,3.9,2021-1
804,Calculo 1,3,0.8,2024-1
805,Electiva Profesional 5,3,3.6,2021-3
806,Ingles 5,5,4.2,2023-3
807,Transformacion y Carga),4,4.6,2021-1
808,Estadistica y Probabilidad II,2,0.6,2023-1
809,Electiva Libre I,1,2.1,2022-3
810,Legislacion y etica en el manejo de datos,5,3.2,2023-1
811,Ingles 5,3,2.9,2023-1
812,Inteligencia Artificial,2,1.7,2023-1
813,Electiva Profesional 2,3,3.2,2022-3
814,Seminario de Ing. de Datos e I.A.,5,4.8,2023-1
815,Sistemas Operativos,1,3.1,2023-3
816,Legislacion y etica en el manejo de datos,2,4.9,2023-1
817,ETL (Extraccion,2,4.6,2022-3
818,Estadistica y Probabilidad II,5,2.8,2023-1
819,Electiva Profesional 5,1,3.5,2021-1
820,Matematicas Fundamentales,2,4.5,2022-1
821,Formacion Ciudadana I : Identidades y Pluralismo,3,0.2,2021-3
822,Electiva Profesional 5,4,3.2,2024-1
823,Formacion Ciudadana I : Identidades y Pluralismo,3,3.9,2021-3
824,Analitica de Datos,2,4.1,2022-1
825,Estadistica y Probabilidad II,3,4.6,2023-1
826,Estadistica y Probabilidad I,3,3.7,2021-3
827,Legislacion y etica en el manejo de datos,3,0.7,2021-3
828,Sistemas Operativos,5,3.8,2022-3
829,Ingles 5,3,4.5,2024-1
830,Electiva Profesional I,5,1.0,2021-1
831,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,0.1,2022-1
832,Estadistica y Probabilidad II,4,3.4,2023-3
833,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,4,2.9,2022-1
834,Electiva Libre I,4,1.8,2022-1
835,Ingles 2,5,4.7,2024-1
836,Electiva Profesional I,4,1.7,2023-3
837,Estadistica y Probabilidad II,2,0.4,2022-1
838,Ingles 4,5,1.1,2021-1
839,Ingles 4,5,1.2,2022-3
840,Matematicas Fundamentales,3,3.6,2021-3
841,Almacenamiento de Datos,1,0.2,2023-3
842,Comunicacion Oral y Escrita,3,4.5,2024-1
843,Logica y Matematica Discreta,4,4.2,2023-1
844,Formacion Ciudadana I : Identidades y Pluralismo,4,0.9,2024-1
845,Inteligencia Artificial,1,3.9,2021-1
846,Electiva Profesional 2,1,3.4,2024-1
847,Almacenamiento de Datos,3,4.9,2023-1
848,Analitica de Datos,1,0.2,2023-3
849,Logica y Matematica Discreta,5,0.9,2023-3
850,Innovacion y Emprendimiento,5,1.3,2021-1
851,Electiva de Ciencias Sociales,4,1.2,2021-1
852,Inteligencia Artificial,1,2.8,2024-1
853,Ingles 2,1,1.4,2023-3
854,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,4,1.8,2023-3
855,Algebra Lineal,4,0.4,2023-3
856,Administracion para Ingenieros,5,0.7,2022-1
857,Estadistica y Probabilidad I,5,4.5,2022-1
858,Electiva de Ciencias Sociales,5,0.7,2021-1
859,Seminario de Ing. de Datos e I.A.,3,1.7,2024-1
860,Matematicas Fundamentales,5,3.2,2022-3
861,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,0.3,2021-3
862,Ingles 2,3,4.0,2022-1
863,Electiva Profesional 3,2,0.6,2023-3
864,Formacion Ciudadana III: Paz y Convivencia,3,2.2,2022-3
865,Electiva Profesional 4,4,3.0,2021-1
866,ETL (Extraccion,1,2.4,2021-3
867,Analitica de Datos,2,0.5,2021-1
868,Electiva Profesional I,3,3.8,2023-3
869,Ingles 3,3,2.6,2022-1
870,Transformacion y Carga),5,0.9,2021-3
871,Programacion,1,1.5,2023-3
872,ETL (Extraccion,5,1.0,2022-3
873,Transformacion y Carga),2,0.9,2023-1
874,Redes e Infraestructura,4,1.5,2021-3
875,Calculo 2,3,1.4,2021-1
876,Estadistica y Probabilidad I,5,2.8,2024-1
877,Programacion,4,3.5,2022-1
878,Redes e Infraestructura,4,2.1,2021-3
879,Electiva Profesional 5,2,4.8,2023-1
880,Electiva de Ciencias Sociales,2,1.7,2021-1
881,Seguridad de la informacion,4,2.3,2022-3
882,Innovacion y Emprendimiento,5,3.7,2022-1
883,Electiva de Ciencias Sociales,1,4.8,2022-1
884,Ingles 4,4,4.6,2021-1
885,Innovacion y Emprendimiento,4,3.7,2021-3
886,Matematicas Fundamentales,1,4.4,2022-3
887,Ingles 3,1,2.4,2022-1
888,Matematicas Fundamentales,1,3.5,2021-1
889,Ingles 4,5,2.2,2023-1
890,Ingles 3,4,0.4,2023-3
891,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,5,1.3,2023-1
892,Estadistica y Probabilidad I,2,0.6,2024-1
893,Formacion Ciudadana I : Identidades y Pluralismo,5,2.2,2022-1
894,Ingles 3,3,4.1,2022-1
895,Electiva Profesional I,1,3.7,2023-3
896,Administracion para Ingenieros,5,1.8,2021-3
897,Electiva Profesional 3,5,4.7,2023-1
898,Almacenamiento de Datos,2,3.5,2022-3
899,Transformacion y Carga),4,3.0,2022-1
900,Ingles 1,1,3.4,2022-1
901,Electiva de Ciencias Sociales,3,3.2,2022-1
902,Formacion Ciudadana I : Identidades y Pluralismo,5,3.0,2021-3
903,Almacenamiento de Datos,2,3.8,2021-3
904,Calculo 1,4,0.7,2022-3
905,Ingles 3,5,1.9,2021-1
906,Ingles 2,5,1.7,2023-1
907,Transformacion y Carga),1,2.9,2021-1
908,Programacion,5,1.6,2021-1
909,Ingenieria y Sostenibilidad,2,3.0,2022-1
910,Almacenamiento de Datos,4,1.7,2021-1
911,Estadistica y Probabilidad I,2,3.3,2023-3
912,Administracion para Ingenieros,4,1.9,2023-1
913,Formacion Ciudadana II: Sociedad y Estado,1,2.0,2021-1
914,Formacion Ciudadana II: Sociedad y Estado,4,2.0,2021-3
915,Ingles 1,1,4.3,2022-1
916,Ingenieria y Sostenibilidad,5,4.1,2021-3
917,Calculo 1,3,4.4,2023-3
918,Electiva Profesional 3,5,4.5,2023-3
919,Electiva Libre I,1,3.7,2022-1
920,Calculo 1,1,1.4,2021-3
921,Ingles 1,1,3.5,2021-1
922,Redes e Infraestructura,1,1.1,2022-3
923,Electiva Profesional I,1,2.1,2022-1
924,Formacion Ciudadana III: Paz y Convivencia,3,4.8,2023-1
925,Estadistica y Probabilidad II,4,4.2,2022-1
926,Electiva Libre I,1,5.0,2021-1
927,Ingles 4,2,2.1,2021-1
928,Ingles 5,3,2.7,2021-3
929,Programacion,2,1.0,2024-1
930,Legislacion y etica en el manejo de datos,2,4.0,2023-1
931,Electiva Profesional 3,2,0.8,2021-1
932,Almacenamiento de Datos,3,1.5,2021-3
933,ETL (Extraccion,4,2.5,2024-1
934,Matematicas Fundamentales,1,3.7,2022-3
935,Electiva Profesional 5,2,1.6,2024-1
936,Electiva Profesional I,5,0.3,2024-1
937,Electiva de Lectura y Escritura,3,2.7,2023-3
938,Electiva Libre I,2,0.3,2023-1
939,Ingles 5,4,0.8,2023-1
940,Legislacion y etica en el manejo de datos,4,0.4,2024-1
941,Electiva Profesional 3,4,0.3,2022-3
942,Transformacion y Carga),1,0.2,2022-1
943,Ingles 3,3,2.3,2022-1
944,Ingles 4,5,4.2,2023-1
945,Seminario de Ing. de Datos e I.A.,2,1.3,2023-3
946,Analitica de Datos,5,2.3,2024-1
947,Programacion,2,2.8,2024-1
948,Electiva Profesional 3,4,1.1,2022-3
949,Estadistica y Probabilidad I,1,1.8,2023-1
950,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,4.5,2021-1
951,Almacenamiento de Datos,3,1.5,2024-1
952,Electiva Profesional 4,1,0.7,2021-3
953,Administracion para Ingenieros,5,2.6,2022-3
954,ETL (Extraccion,4,1.2,2021-3
955,Electiva de Ciencias Sociales,1,2.0,2022-1
956,Estadistica y Probabilidad I,2,0.9,2022-1
957,Electiva Profesional 3,5,1.1,2023-1
958,Ingenieria y Sostenibilidad,1,1.8,2022-3
959,Ingles 2,2,2.0,2023-1
960,Electiva Profesional 4,2,4.6,2023-1
961,Estadistica y Probabilidad II,4,3.6,2021-3
962,Inteligencia Artificial,5,1.5,2022-1
963,Inteligencia Artificial,2,1.1,2023-1
964,Transformacion y Carga),2,4.3,2024-1
965,Matematicas Fundamentales,1,0.9,2023-1
966,Innovacion y Emprendimiento,3,3.9,2022-3
967,Calculo 1,3,4.2,2021-3
968,Estadistica y Probabilidad II,3,0.1,2022-3
969,Electiva de Lectura y Escritura,2,2.7,2023-1
970,Ingles 4,3,1.3,2021-3
971,Estadistica y Probabilidad II,1,3.8,2023-1
972,Formacion Ciudadana II: Sociedad y Estado,3,2.7,2021-3
973,Estadistica y Probabilidad I,1,2.3,2023-1
974,Comunicacion Oral y Escrita,5,0.5,2024-1
975,Estadistica y Probabilidad I,3,1.5,2022-1
976,Administracion para Ingenieros,5,2.6,2021-1
977,Formacion Ciudadana II: Sociedad y Estado,1,3.5,2021-1
978,Administracion para Ingenieros,1,3.7,2023-3
979,Ingles 1,2,1.1,2023-1
980,Ingles 5,1,0.8,2021-3
981,Logica y Matematica Discreta,1,4.1,2022-1
982,Almacenamiento de Datos,1,2.9,2023-1
983,Comunicacion Oral y Escrita,5,3.9,2024-1
984,Ingles 2,3,4.1,2021-3
985,Programacion,1,2.1,2023-1
986,Electiva Profesional 4,5,2.7,2022-3
987,Sistemas Operativos,2,2.8,2021-1
988,Ingenieria y Sostenibilidad,3,2.0,2023-1
989,Analitica de Datos,1,2.9,2023-3
990,Almacenamiento de Datos,4,2.0,2022-3
991,Calculo 1,1,2.0,2021-1
992,Administracion para Ingenieros,3,1.1,2022-3
993,Ingles 5,2,0.3,2022-3
994,Estadistica y Probabilidad II,3,4.3,2021-1
995,Redes e Infraestructura,4,4.2,2022-3
996,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,0.4,2021-1
997,Comunicacion Oral y Escrita,2,3.7,2022-1
998,Redes e Infraestructura,3,2.8,2024-1
999,Seguridad de la informacion,5,2.7,2023-3
1000,Comunicacion Oral y Escrita,1,4.0,2021-1
