id,nombreCurso,grupo,nota,periodo
547,ETL (Extracción Transformación y Carga),2,1.9,2021-3
548,Innovación y Emprendimiento,4,1.9,2022-1
549,Álgebra lineal,2,3.6,2022-3
550,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,0.0,2023-3
551,Ingles 2,2,0.4,2024-1
552,Formación Ciudadana II: Sociedad y Estado,4,0.6,2023-1
553,Innovación y Emprendimiento,2,0.6,2021-1
554,Sistemas Operativos,2,1.4,2023-3
555,Electiva Profesional 1,1,0.2,2023-3
556,ETL (Extracción Transformación y Carga),3,4.0,2024-1
557,Ingles 3,4,2.6,2024-1
558,Programación,3,1.1,2023-3
559,Cálculo 2,4,2.9,2024-1
560,Electiva de  Ciencias Sociales,2,0.4,2022-1
561,Inteligencia Artificial,1,0.4,2021-3
562,Seguridad de la Información,2,1.0,2022-3
563,Analítica de Datos,2,1.5,2023-1
564,Sistemas Operativos,3,1.7,2022-1
565,Ingles 4,1,0.4,2023-3
566,Analítica de Datos,2,0.9,2024-3
567,Seguridad de la Información,1,1.5,2024-3
568,Estadística y Probabilidad I,4,4.4,2021-3
569,Analítica de Datos,4,4.7,2021-3
570,Estadística y Probabilidad I,2,3.6,2021-1
571,Ingles 3,2,2.0,2023-1
572,Seminario de Ing. de Datos e IA,1,1.6,2021-3
573,Formación Ciudadana I : Identidades y Pluralismo,4,3.1,2024-1
574,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,1.6,2021-1
575,Ingles 3,3,2.2,2021-1
576,ETL (Extracción Transformación y Carga),4,3.0,2022-1
577,Electiva Profesional 2,3,3.6,2021-3
578,Innovación y Emprendimiento,2,1.8,2024-3
579,Formación Ciudadana I : Identidades y Pluralismo,1,4.0,2023-1
580,Estadística y Probabilidad II,1,1.1,2023-3
581,Formación Ciudadana II: Sociedad y Estado,2,0.9,2024-3
582,ETL (Extracción Transformación y Carga),1,3.8,2022-3
583,Electiva de Lectura y Escritura,2,2.3,2021-3
584,Innovación y Emprendimiento,3,4.8,2022-1
585,Ingeniería y Sostenibilidad,4,3.5,2023-1
586,Electiva Profesional 5,2,3.7,2023-1
587,Ingles 1,2,2.3,2024-3
588,Electiva de  Ciencias Sociales,4,3.1,2021-3
589,Electiva profesional 4,2,4.6,2022-1
590,Cálculo 2,4,1.8,2022-1
591,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,2.8,2022-3
592,ETL (Extracción Transformación y Carga),1,4.5,2021-3
593,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,4.9,2022-1
594,Electiva Profesional 5,3,0.9,2023-3
595,Electiva de  Ciencias Sociales,2,2.0,2024-3
596,Electiva de  Ciencias Sociales,3,4.7,2022-1
597,Administración para Ingenieros,1,1.8,2023-3
598,Electiva Profesional 3,4,4.6,2023-3
599,Seguridad de la Información,1,2.4,2021-1
600,Electiva Profesional 5,3,2.6,2021-3
601,Legislación y Ética en el Manejo de Datos,1,1.4,2022-3
602,Electiva de  Ciencias Sociales,1,4.1,2024-1
603,Formación Ciudadana III: Paz y Convivencia,1,1.5,2022-3
604,Almacenamiento de datos,4,0.7,2023-3
605,Ingles 2,4,0.3,2022-1
606,ETL (Extracción Transformación y Carga),3,0.1,2024-3
607,Seguridad de la Información,1,1.1,2021-1
608,Programación,1,4.4,2024-3
609,Administración para Ingenieros,4,0.6,2024-1
610,Ingles 4,1,0.8,2021-3
611,Matemáticas Fundamentales,2,1.7,2022-1
612,Ingles 5,4,4.3,2024-1
613,Electiva Libre I,2,2.3,2023-3
614,Redes e Infraestructura,4,0.4,2021-1
615,Innovación y Emprendimiento,1,1.5,2024-3
616,Administración para Ingenieros,4,2.7,2022-3
617,Ingles 5,2,3.5,2024-1
618,Sistemas Operativos,2,1.0,2021-1
619,Ingles 4,3,2.1,2024-3
620,Matemáticas Fundamentales,2,2.5,2021-1
621,Analítica de Datos,1,3.7,2024-1
622,Almacenamiento de datos,3,3.9,2023-1
623,Almacenamiento de datos,4,1.0,2021-1
624,Álgebra lineal,4,2.1,2023-3
625,Estadística y Probabilidad I,4,3.1,2023-3
626,Ingles 1,2,2.1,2023-3
627,Formación Ciudadana II: Sociedad y Estado,2,4.0,2021-3
628,Administración para Ingenieros,2,0.7,2023-1
629,Estadística y Probabilidad I,4,4.9,2024-3
630,Sistemas Operativos,2,0.2,2021-3
631,Formación Ciudadana II: Sociedad y Estado,3,3.3,2022-3
632,Ingles 1,1,4.0,2024-3
633,Formación Ciudadana III: Paz y Convivencia,4,1.8,2023-1
634,Cálculo 1,2,2.4,2022-3
635,Ingeniería y Sostenibilidad,3,1.1,2022-3
636,Ingles 1,4,1.8,2024-3
637,Electiva Libre I,1,3.2,2022-3
638,Ingles 3,4,2.6,2024-1
639,Comunicación Oral y Escrita,3,3.9,2022-3
640,Ingles 5,3,0.1,2022-3
641,Electiva Profesional 2,3,2.5,2022-3
642,Administración para Ingenieros,1,4.3,2021-3
643,Matemáticas Fundamentales,4,1.0,2021-3
644,Lógica y Matemática Discreta,1,2.8,2022-1
645,Seminario de Ing. de Datos e IA,4,1.7,2023-3
646,Programación,2,1.0,2023-1
647,Legislación y Ética en el Manejo de Datos,2,1.8,2023-3
648,Formación Ciudadana III: Paz y Convivencia,1,2.7,2022-3
649,Electiva de  Ciencias Sociales,4,3.3,2023-1
650,Administración para Ingenieros,2,4.7,2023-3
651,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.1,2023-3
652,Ingeniería y Sostenibilidad,2,0.3,2022-3
653,Electiva Profesional 2,1,2.6,2022-3
654,Seminario de Ing. de Datos e IA,4,2.9,2022-1
655,Cálculo 1,2,1.8,2023-1
656,Electiva profesional 4,1,3.1,2021-1
657,Ingles 2,3,2.4,2024-3
658,Matemáticas Fundamentales,4,4.9,2022-3
659,Redes e Infraestructura,2,3.7,2023-1
660,Cálculo 1,4,4.0,2022-3
661,Ingles 3,1,3.1,2021-1
662,Lógica y Matemática Discreta,3,2.5,2024-3
663,Comunicación Oral y Escrita,4,2.9,2021-3
664,Electiva Profesional 3,1,1.9,2022-1
665,Electiva Profesional 2,1,3.6,2024-1
666,Álgebra lineal,4,4.0,2024-3
667,Ingles 1,2,4.1,2022-3
668,Estadística y Probabilidad I,2,3.8,2021-1
669,ETL (Extracción Transformación y Carga),3,1.9,2021-3
670,Redes e Infraestructura,4,1.6,2023-3
671,Administración para Ingenieros,2,0.9,2024-3
672,Ingeniería y Sostenibilidad,4,4.6,2021-1
673,Ingles 5,4,0.3,2021-3
674,Cálculo 2,2,0.2,2022-3
675,Seguridad de la Información,2,1.3,2024-3
676,Innovación y Emprendimiento,4,2.0,2021-1
677,Legislación y Ética en el Manejo de Datos,1,1.7,2024-1
678,Formación Ciudadana III: Paz y Convivencia,2,0.3,2024-1
679,Electiva de  Ciencias Sociales,4,2.4,2021-1
680,Innovación y Emprendimiento,4,0.8,2022-1
681,Electiva Profesional 5,3,3.7,2024-1
682,Lógica y Matemática Discreta,2,3.5,2024-3
683,Seguridad de la Información,4,2.6,2022-1
684,Álgebra lineal,1,3.7,2022-3
685,Electiva Profesional 3,1,0.8,2023-3
686,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,4.8,2022-1
687,Ingles 2,3,0.7,2024-1
688,Ingles 5,3,4.7,2021-1
689,Estadística y Probabilidad I,4,0.4,2021-1
690,Cálculo 1,3,1.4,2023-1
691,Electiva Profesional 5,1,1.6,2022-1
692,Administración para Ingenieros,2,1.3,2023-1
693,Electiva Profesional 2,2,2.2,2024-3
694,Álgebra lineal,1,4.3,2024-3
695,Electiva Libre I,1,4.3,2024-1
696,Inteligencia Artificial,1,1.9,2023-1
697,Matemáticas Fundamentales,4,1.8,2022-1
698,Legislación y Ética en el Manejo de Datos,2,3.2,2021-3
699,Administración para Ingenieros,4,2.1,2024-1
700,Programación,2,3.6,2022-1
701,Lógica y Matemática Discreta,2,3.7,2024-3
702,Inteligencia Artificial,1,0.2,2023-3
703,Formación Ciudadana I : Identidades y Pluralismo,4,2.1,2021-3
704,Almacenamiento de datos,2,4.1,2021-3
705,Sistemas Operativos,4,3.1,2023-3
706,Estadística y Probabilidad II,1,0.3,2023-3
707,Ingles 4,2,4.5,2021-1
708,Estadística y Probabilidad I,2,0.2,2022-1
709,Innovación y Emprendimiento,4,0.1,2021-3
710,Formación Ciudadana III: Paz y Convivencia,4,1.5,2023-3
711,Cálculo 2,2,3.6,2023-1
712,Electiva de Lectura y Escritura,3,2.2,2021-1
713,Electiva Profesional 5,2,3.8,2023-3
714,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,1.8,2022-1
715,Estadística y Probabilidad I,2,2.3,2023-3
716,Cálculo 2,4,2.6,2021-3
717,Electiva Profesional 2,2,1.8,2022-3
718,Electiva Profesional 1,4,0.8,2023-1
719,Cálculo 2,3,1.4,2023-3
720,Ingles 5,1,2.0,2024-1
721,Ingeniería y Sostenibilidad,3,4.1,2021-1
722,Ingles 5,3,5.0,2021-3
723,Estadística y Probabilidad II,1,2.0,2024-1
724,Formación Ciudadana III: Paz y Convivencia,1,0.1,2024-3
725,Legislación y Ética en el Manejo de Datos,3,4.3,2022-3
726,Cálculo 2,2,0.4,2023-1
727,Formación Ciudadana II: Sociedad y Estado,3,0.0,2024-3
728,Seguridad de la Información,3,1.8,2023-3
729,Electiva Profesional 2,1,2.4,2021-1
730,Innovación y Emprendimiento,2,1.4,2021-3
731,Cálculo 2,3,3.1,2021-3
732,Cálculo 1,1,1.1,2023-3
733,Formación Ciudadana I : Identidades y Pluralismo,3,0.5,2022-3
734,Ingles 1,4,5.0,2021-3
735,Formación Ciudadana II: Sociedad y Estado,4,2.4,2023-3
736,Cálculo 1,2,0.8,2023-3
737,Formación Ciudadana II: Sociedad y Estado,4,2.1,2024-1
738,Electiva Libre I,2,2.3,2022-3
739,Redes e Infraestructura,3,4.2,2021-1
740,Ingles 3,1,2.4,2021-1
741,Programación,4,0.2,2023-1
742,Electiva Profesional 5,3,1.9,2021-1
743,Seminario de Ing. de Datos e IA,3,2.1,2021-3
744,Electiva Profesional 3,3,3.0,2023-1
745,Sistemas Operativos,4,0.1,2023-3
746,Electiva Profesional 5,2,1.0,2023-3
747,Electiva Profesional 3,2,0.3,2024-1
748,Redes e Infraestructura,1,1.3,2021-3
749,Electiva de Lectura y Escritura,1,3.4,2023-1
750,Electiva Libre I,3,4.3,2022-3
751,Electiva Profesional 5,4,3.7,2021-1
752,Comunicación Oral y Escrita,1,0.9,2021-3
753,Comunicación Oral y Escrita,4,1.8,2024-1
754,Programación,4,2.3,2021-1
755,Formación Ciudadana I : Identidades y Pluralismo,2,3.6,2022-3
756,Innovación y Emprendimiento,3,0.3,2022-1
757,Programación,3,4.7,2021-1
758,Redes e Infraestructura,1,2.1,2023-3
759,Seguridad de la Información,3,2.3,2023-1
760,Electiva de  Ciencias Sociales,2,2.2,2022-1
761,Formación Ciudadana III: Paz y Convivencia,1,0.2,2022-1
762,Analítica de Datos,4,3.8,2021-3
763,Lógica y Matemática Discreta,3,4.6,2023-3
764,Ingles 5,4,1.9,2023-1
765,Álgebra lineal,1,2.9,2023-1
766,Electiva profesional 4,2,3.8,2022-1
767,Innovación y Emprendimiento,3,3.7,2021-1
768,Ingles 5,1,4.1,2024-1
769,Lógica y Matemática Discreta,4,3.3,2024-3
770,Seminario de Ing. de Datos e IA,2,0.4,2024-1
771,Analítica de Datos,3,3.1,2021-3
772,Estadística y Probabilidad I,4,1.5,2021-1
773,Electiva profesional 4,2,3.9,2021-1
774,Electiva Profesional 3,1,3.2,2023-3
775,Lógica y Matemática Discreta,3,0.9,2024-1
776,Seminario de Ing. de Datos e IA,1,2.1,2024-3
777,Lógica y Matemática Discreta,1,4.0,2024-3
778,Formación Ciudadana II: Sociedad y Estado,1,3.7,2022-1
779,Ingles 5,2,0.4,2024-1
780,Formación Ciudadana II: Sociedad y Estado,3,4.6,2023-1
781,Innovación y Emprendimiento,1,2.4,2022-3
782,Electiva Profesional 1,2,0.2,2021-1
783,Electiva Libre I,3,1.6,2024-1
784,Ingles 3,1,1.4,2021-1
785,Formación Ciudadana III: Paz y Convivencia,2,0.7,2024-1
786,Comunicación Oral y Escrita,3,2.2,2022-3
787,Ingles 5,4,0.9,2024-1
788,Almacenamiento de datos,4,1.9,2021-3
789,Cálculo 2,4,0.4,2022-3
790,Electiva Profesional 3,4,2.2,2024-1
791,Formación Ciudadana I : Identidades y Pluralismo,2,5.0,2024-3
792,Matemáticas Fundamentales,4,1.2,2021-3
793,Administración para Ingenieros,4,3.9,2021-3
794,Lógica y Matemática Discreta,4,1.7,2024-1
795,Innovación y Emprendimiento,4,1.7,2022-1
796,Legislación y Ética en el Manejo de Datos,1,3.0,2023-3
797,Analítica de Datos,1,1.9,2021-3
798,Formación Ciudadana II: Sociedad y Estado,1,3.2,2022-1
799,Ingles 2,3,2.0,2022-1
800,Álgebra lineal,4,1.3,2022-3
801,Inteligencia Artificial,3,1.6,2022-1
802,Lógica y Matemática Discreta,2,2.0,2022-3
803,Matemáticas Fundamentales,2,1.9,2023-1
804,Ingeniería y Sostenibilidad,3,0.6,2022-3
805,Ingles 3,1,2.8,2024-3
806,Electiva Profesional 3,3,4.5,2023-1
807,Ingeniería y Sostenibilidad,4,2.3,2022-1
808,Ingles 2,4,3.1,2023-1
809,Formación Ciudadana I : Identidades y Pluralismo,4,3.5,2021-1
810,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.6,2024-3
811,Electiva Profesional 3,4,1.2,2023-3
812,Formación Ciudadana I : Identidades y Pluralismo,4,3.0,2023-3
813,Electiva Profesional 1,3,1.4,2021-3
814,Ingles 3,2,1.8,2022-1
815,Seguridad de la Información,1,3.7,2022-1
816,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,0.5,2023-3
817,Comunicación Oral y Escrita,4,0.5,2023-1
818,Estadística y Probabilidad II,1,4.2,2022-3
819,ETL (Extracción Transformación y Carga),2,3.3,2023-3
820,Ingles 1,3,3.2,2024-3
821,Estadística y Probabilidad II,1,3.8,2021-3
822,Ingles 1,3,2.5,2022-3
823,Electiva Profesional 3,2,1.2,2023-1
824,Almacenamiento de datos,3,0.9,2024-3
825,Legislación y Ética en el Manejo de Datos,1,2.4,2021-1
826,Ingles 4,3,3.2,2024-3
827,Ingles 3,2,1.6,2024-3
828,Sistemas Operativos,3,2.7,2023-1
829,Administración para Ingenieros,2,3.9,2022-3
830,Álgebra lineal,1,3.6,2022-3
831,Inteligencia Artificial,4,2.8,2023-1
832,Legislación y Ética en el Manejo de Datos,4,4.6,2023-1
833,Electiva Profesional 3,3,0.2,2023-3
834,Matemáticas Fundamentales,4,4.4,2022-3
835,Legislación y Ética en el Manejo de Datos,1,4.4,2022-1
836,Álgebra lineal,4,0.4,2022-3
837,Ingles 2,1,2.0,2023-1
838,Ingles 2,4,4.0,2024-1
839,Electiva Profesional 1,2,4.4,2021-3
840,Cálculo 1,2,1.3,2023-3
841,Electiva de  Ciencias Sociales,4,0.8,2021-3
842,Cálculo 2,4,3.7,2024-3
843,Inteligencia Artificial,3,0.1,2023-1
844,Formación Ciudadana I : Identidades y Pluralismo,2,4.9,2023-1
845,Comunicación Oral y Escrita,1,4.2,2021-1
846,Seminario de Ing. de Datos e IA,3,0.6,2023-3
847,Cálculo 1,2,1.6,2024-3
848,Cálculo 2,2,4.2,2024-1
849,Seminario de Ing. de Datos e IA,4,0.3,2023-3
850,Innovación y Emprendimiento,3,0.2,2021-1
851,Ingeniería y Sostenibilidad,3,4.2,2024-3
852,Lógica y Matemática Discreta,4,4.3,2022-1
853,Comunicación Oral y Escrita,4,4.1,2023-1
854,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.3,2023-1
855,Ingles 1,4,2.6,2023-1
856,ETL (Extracción Transformación y Carga),1,1.6,2023-1
857,Almacenamiento de datos,3,4.2,2022-3
858,Lógica y Matemática Discreta,1,3.0,2021-1
859,Inteligencia Artificial,3,2.8,2023-3
860,Almacenamiento de datos,1,4.1,2024-3
861,Matemáticas Fundamentales,2,2.5,2024-1
862,Ingles 5,3,2.9,2024-1
863,Seminario de Ing. de Datos e IA,3,4.6,2022-1
864,Sistemas Operativos,4,4.7,2024-3
865,Comunicación Oral y Escrita,3,3.2,2022-1
866,Almacenamiento de datos,1,2.9,2021-1
867,Seminario de Ing. de Datos e IA,1,2.4,2023-1
868,Ingles 2,3,3.8,2022-3
869,Matemáticas Fundamentales,1,4.6,2023-3
870,Electiva Profesional 3,2,1.9,2024-3
871,Seguridad de la Información,1,3.6,2022-1
872,Formación Ciudadana I : Identidades y Pluralismo,1,4.9,2024-1
873,Electiva de  Ciencias Sociales,1,1.8,2021-3
874,Matemáticas Fundamentales,2,1.7,2021-3
875,Formación Ciudadana III: Paz y Convivencia,3,0.5,2023-3
876,Matemáticas Fundamentales,1,3.1,2022-1
877,Seguridad de la Información,1,3.6,2024-3
878,Formación Ciudadana III: Paz y Convivencia,1,2.2,2024-1
879,Comunicación Oral y Escrita,3,3.9,2024-1
880,Legislación y Ética en el Manejo de Datos,4,0.1,2021-3
881,Lógica y Matemática Discreta,2,2.7,2022-1
882,Inteligencia Artificial,4,1.7,2024-3
883,Ingeniería y Sostenibilidad,2,4.6,2022-3
884,Formación Ciudadana III: Paz y Convivencia,1,0.4,2024-3
885,Innovación y Emprendimiento,3,0.9,2021-3
886,Programación,1,3.3,2023-3
887,Estadística y Probabilidad II,2,0.3,2023-1
888,Electiva Profesional 2,1,1.2,2023-3
889,Estadística y Probabilidad I,3,2.3,2021-3
890,Ingles 4,4,0.8,2021-1
891,Cálculo 2,1,0.3,2024-3
892,Ingles 3,4,2.4,2023-1
893,Comunicación Oral y Escrita,1,4.4,2024-3
894,Formación Ciudadana III: Paz y Convivencia,1,1.4,2023-3
895,Ingles 1,1,1.8,2021-1
896,Electiva de Lectura y Escritura,1,1.5,2024-3
897,Formación Ciudadana I : Identidades y Pluralismo,3,0.1,2024-3
898,Inteligencia Artificial,4,1.2,2023-3
899,Ingeniería y Sostenibilidad,2,3.2,2024-3
900,ETL (Extracción Transformación y Carga),1,0.8,2022-3
901,Electiva Profesional 5,4,3.9,2024-3
902,Seguridad de la Información,4,3.6,2021-3
903,Electiva de  Ciencias Sociales,3,3.6,2024-1
904,Lógica y Matemática Discreta,4,1.3,2021-3
905,Sistemas Operativos,1,3.1,2022-3
906,Electiva Profesional 2,2,4.4,2022-3
907,Cálculo 1,1,5.0,2023-1
908,Álgebra lineal,2,4.2,2024-3
909,Redes e Infraestructura,4,3.6,2023-1
910,Redes e Infraestructura,1,4.4,2023-3
911,Estadística y Probabilidad II,3,4.1,2024-1
912,Álgebra lineal,3,3.1,2022-3
913,Álgebra lineal,3,0.4,2023-1
914,Ingles 4,4,2.3,2024-1
915,Electiva de  Ciencias Sociales,3,0.8,2023-1
916,Formación Ciudadana II: Sociedad y Estado,4,4.6,2021-1
917,Seminario de Ing. de Datos e IA,3,4.9,2022-1
918,Electiva Profesional 3,3,4.8,2022-1
919,Sistemas Operativos,1,2.7,2024-1
920,Ingles 4,1,3.3,2024-1
921,Formación Ciudadana I : Identidades y Pluralismo,2,0.6,2021-3
922,Ingles 4,3,3.4,2021-3
923,Cálculo 1,3,3.4,2023-3
924,Estadística y Probabilidad II,1,2.9,2022-1
925,Cálculo 2,2,4.0,2024-3
926,Electiva Profesional 5,2,3.1,2022-3
927,Álgebra lineal,1,4.2,2024-3
928,Ingles 2,3,3.2,2023-3
929,Formación Ciudadana II: Sociedad y Estado,3,4.3,2024-1
930,Estadística y Probabilidad II,3,0.7,2024-1
931,Formación Ciudadana II: Sociedad y Estado,2,2.2,2023-1
932,Ingles 4,3,4.9,2022-3
933,Analítica de Datos,3,3.4,2024-3
934,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,0.7,2024-1
935,Electiva de  Ciencias Sociales,4,2.0,2024-3
936,Administración para Ingenieros,2,2.9,2021-1
937,Álgebra lineal,2,4.8,2023-3
938,Matemáticas Fundamentales,4,4.4,2022-1
939,Electiva Profesional 2,3,0.2,2022-1
940,Electiva Profesional 5,1,2.1,2024-1
941,Ingles 2,3,4.0,2021-1
942,Ingles 1,2,4.0,2023-1
943,Electiva Profesional 2,4,0.4,2021-3
944,Matemáticas Fundamentales,1,1.0,2024-1
945,Álgebra lineal,4,2.0,2022-1
946,Redes e Infraestructura,2,0.0,2022-3
947,Almacenamiento de datos,3,0.1,2022-3
948,Ingles 2,4,0.7,2021-1
949,Cálculo 1,3,2.6,2024-3
950,Seminario de Ing. de Datos e IA,4,3.5,2021-3
951,Formación Ciudadana II: Sociedad y Estado,1,3.0,2023-1
952,Analítica de Datos,1,5.0,2023-1
953,Electiva Profesional 1,1,3.1,2023-1
954,Electiva Libre I,3,3.0,2022-1
955,Electiva de Lectura y Escritura,1,2.8,2024-1
956,Formación Ciudadana I : Identidades y Pluralismo,2,3.2,2023-3
957,Ingles 5,1,4.2,2022-1
958,Electiva de Lectura y Escritura,1,0.4,2022-1
959,Ingles 5,1,3.2,2022-3
960,Formación Ciudadana II: Sociedad y Estado,3,2.3,2023-1
961,Electiva Profesional 5,3,3.1,2024-1
962,Administración para Ingenieros,1,4.4,2021-3
963,Comunicación Oral y Escrita,4,0.7,2022-3
964,Álgebra lineal,2,2.2,2021-3
965,Estadística y Probabilidad I,2,3.9,2023-3
966,Seminario de Ing. de Datos e IA,3,3.6,2024-3
967,Redes e Infraestructura,1,1.3,2022-3
968,Cálculo 1,1,2.8,2021-1
969,Almacenamiento de datos,2,4.3,2022-1
970,Inteligencia Artificial,4,4.0,2022-3
971,Ingles 2,3,0.0,2022-1
972,Innovación y Emprendimiento,4,4.7,2024-3
973,Cálculo 2,3,0.2,2021-1
974,Comunicación Oral y Escrita,1,3.2,2023-1
975,Ingles 3,2,4.1,2023-1
976,ETL (Extracción Transformación y Carga),4,3.5,2023-1
977,Comunicación Oral y Escrita,4,0.3,2021-3
978,Almacenamiento de datos,4,4.6,2021-3
979,Electiva Libre I,2,4.4,2021-1
980,Ingles 5,1,0.5,2021-1
981,Redes e Infraestructura,3,3.6,2023-3
982,Electiva de  Ciencias Sociales,1,2.4,2022-3
983,Seguridad de la Información,3,2.2,2022-3
984,Formación Ciudadana I : Identidades y Pluralismo,2,2.8,2023-1
985,Legislación y Ética en el Manejo de Datos,3,4.2,2022-1
986,Álgebra lineal,1,0.6,2022-1
987,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.3,2022-3
988,Ingles 4,2,2.3,2022-1
989,Electiva Profesional 5,3,4.4,2022-3
990,ETL (Extracción Transformación y Carga),2,2.1,2024-1
991,Ingeniería y Sostenibilidad,2,2.2,2022-1
992,Electiva Libre I,4,0.2,2024-3
993,Estadística y Probabilidad I,1,4.3,2023-1
994,Electiva Profesional 3,4,2.6,2022-3
995,Ingles 1,1,4.5,2023-1
996,Electiva Profesional 3,4,2.8,2024-1
997,Electiva profesional 4,4,0.7,2023-1
998,Cálculo 1,4,1.9,2023-3
999,Cálculo 2,2,1.5,2024-1
1000,ETL (Extracción Transformación y Carga),4,1.0,2022-3
