id,nombreCurso,grupo,nota,periodo
548,Ingles 3,1,2.1,2023-3
549,Seguridad de la Información,1,2.9,2023-3
550,Matemáticas Fundamentales,5,3.3,2024-1
551,Ingles 3,5,2.7,2024-1
552,Seguridad de la Información,4,1.6,2023-3
553,Formación Ciudadana II: Sociedad y Estado,5,4.2,2021-1
554,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,4.2,2022-1
555,Inteligencia Artificial,1,4.8,2023-3
556,Inteligencia Artificial,2,0.8,2024-1
557,Almacenamiento de datos,5,0.3,2024-1
558,Redes e Infraestructura,1,0.6,2023-1
559,Lógica y Matemática Discreta,4,3.2,2022-3
560,Lógica y Matemática Discreta,3,1.2,2022-3
561,Ingles 3,4,0.0,2021-1
562,Electiva de  Ciencias Sociales,1,3.8,2022-3
563,Formación Ciudadana III: Paz y Convivencia,4,1.6,2023-3
564,Programación,5,4.7,2023-3
565,Ingles 5,1,2.0,2023-3
566,Programación,1,4.8,2022-3
567,Analítica de Datos,2,4.7,2023-1
568,ETL (Extracción Transformación y Carga),3,1.9,2022-3
569,Programación,4,4.0,2023-1
570,Sistemas Operativos,3,1.3,2023-3
571,Cálculo 1,2,3.8,2023-1
572,Estadística y Probabilidad I,5,2.0,2023-3
573,Electiva Profesional 1,4,4.5,2021-1
574,Electiva Profesional 3,1,4.6,2023-1
575,Electiva Profesional 3,5,2.1,2024-3
576,Ingles 5,3,4.6,2021-3
577,Ingles 4,1,0.1,2022-1
578,Seguridad de la Información,3,0.3,2022-3
579,Ingles 4,5,1.8,2024-1
580,Ingles 5,4,2.0,2024-1
581,Cálculo 1,1,3.2,2024-1
582,Administración para Ingenieros,3,1.0,2021-1
583,Inteligencia Artificial,5,0.6,2022-3
584,Electiva Profesional 5,5,3.8,2024-1
585,ETL (Extracción Transformación y Carga),2,3.5,2021-3
586,Matemáticas Fundamentales,1,0.5,2023-3
587,Álgebra lineal,3,3.9,2022-3
588,Formación Ciudadana II: Sociedad y Estado,1,3.0,2021-3
589,Estadística y Probabilidad I,3,4.1,2023-3
590,Formación Ciudadana I : Identidades y Pluralismo,3,3.4,2024-3
591,ETL (Extracción Transformación y Carga),1,3.8,2021-3
592,Electiva de Lectura y Escritura,2,4.4,2023-3
593,Administración para Ingenieros,1,0.1,2022-1
594,Sistemas Operativos,4,1.0,2021-1
595,Estadística y Probabilidad II,1,1.9,2022-1
596,Electiva de Lectura y Escritura,5,0.1,2021-3
597,Ingeniería y Sostenibilidad,4,3.9,2024-3
598,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.0,2024-1
599,Ingeniería y Sostenibilidad,4,1.4,2023-3
600,Legislación y Ética en el Manejo de Datos,3,2.4,2021-1
601,Comunicación Oral y Escrita,1,0.3,2022-3
602,Administración para Ingenieros,5,4.1,2021-3
603,Electiva Profesional 1,2,2.6,2024-1
604,Electiva Profesional 5,5,1.6,2024-1
605,Redes e Infraestructura,1,1.6,2024-1
606,Ingles 5,5,4.5,2022-3
607,Lógica y Matemática Discreta,1,1.0,2021-3
608,Ingles 2,3,2.5,2021-1
609,Álgebra lineal,1,2.3,2022-1
610,Cálculo 1,2,4.0,2021-1
611,Analítica de Datos,3,3.3,2024-3
612,Formación Ciudadana III: Paz y Convivencia,5,0.1,2023-3
613,Sistemas Operativos,3,4.6,2022-1
614,Electiva Profesional 3,4,1.1,2022-3
615,Ingles 2,1,5.0,2021-1
616,Electiva Profesional 3,1,2.9,2023-3
617,Programación,5,4.5,2023-3
618,Ingles 2,2,3.4,2024-3
619,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,3.9,2024-1
620,Comunicación Oral y Escrita,2,2.7,2023-3
621,Programación,3,0.1,2021-3
622,ETL (Extracción Transformación y Carga),5,3.3,2023-3
623,Ingeniería y Sostenibilidad,2,3.8,2023-3
624,ETL (Extracción Transformación y Carga),3,4.7,2023-3
625,Formación Ciudadana I : Identidades y Pluralismo,4,2.1,2024-1
626,Formación Ciudadana I : Identidades y Pluralismo,2,1.4,2021-1
627,Ingeniería y Sostenibilidad,4,3.1,2021-3
628,Seminario de Ing. de Datos e IA,4,2.1,2023-1
629,Álgebra lineal,3,2.4,2021-3
630,Electiva Profesional 3,3,4.8,2024-1
631,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,1.0,2022-3
632,Electiva Profesional 5,1,0.2,2022-3
633,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.2,2022-1
634,Electiva profesional 4,4,0.9,2022-3
635,Ingeniería y Sostenibilidad,4,1.2,2021-1
636,Analítica de Datos,4,1.9,2024-1
637,Estadística y Probabilidad II,4,1.8,2021-3
638,Ingles 2,2,3.5,2023-3
639,Sistemas Operativos,5,2.2,2023-1
640,Ingles 2,3,0.8,2024-3
641,Ingles 1,1,3.1,2024-1
642,Matemáticas Fundamentales,4,3.6,2021-3
643,ETL (Extracción Transformación y Carga),4,1.0,2024-1
644,Ingles 2,5,0.5,2024-1
645,Electiva Profesional 2,3,1.2,2022-3
646,Ingles 3,1,2.0,2021-1
647,Seminario de Ing. de Datos e IA,3,2.1,2021-3
648,Comunicación Oral y Escrita,5,1.1,2023-3
649,Ingles 4,1,3.5,2022-1
650,Cálculo 1,3,3.8,2024-1
651,Ingles 1,2,1.7,2023-3
652,Seminario de Ing. de Datos e IA,5,4.6,2023-1
653,Seguridad de la Información,2,2.9,2021-3
654,Electiva Profesional 5,1,4.8,2021-1
655,Almacenamiento de datos,1,0.6,2021-3
656,Sistemas Operativos,1,3.6,2024-1
657,Electiva Libre I,2,3.5,2022-3
658,Lógica y Matemática Discreta,4,4.8,2023-1
659,Ingles 4,1,3.6,2022-1
660,Electiva de  Ciencias Sociales,3,1.2,2024-3
661,Estadística y Probabilidad II,1,2.5,2021-3
662,Ingles 5,1,1.0,2024-3
663,Estadística y Probabilidad I,1,3.7,2024-1
664,Ingles 4,3,1.2,2021-1
665,Redes e Infraestructura,5,3.8,2021-3
666,Administración para Ingenieros,5,2.8,2023-1
667,Electiva Profesional 5,5,1.9,2024-1
668,Estadística y Probabilidad II,4,4.3,2024-1
669,Ingles 4,1,2.1,2022-1
670,Ingeniería y Sostenibilidad,3,4.4,2021-1
671,Lógica y Matemática Discreta,3,2.9,2023-3
672,Formación Ciudadana II: Sociedad y Estado,1,2.3,2022-3
673,Electiva Profesional 5,1,1.5,2024-3
674,Ingles 1,2,2.7,2023-1
675,Electiva Profesional 3,4,2.5,2024-3
676,Electiva de Lectura y Escritura,3,4.2,2024-3
677,Electiva Profesional 5,1,3.3,2023-3
678,ETL (Extracción Transformación y Carga),5,0.8,2022-3
679,Matemáticas Fundamentales,2,1.1,2023-1
680,Redes e Infraestructura,1,0.0,2023-1
681,Formación Ciudadana I : Identidades y Pluralismo,4,5.0,2022-1
682,Redes e Infraestructura,1,4.2,2022-1
683,Innovación y Emprendimiento,4,3.7,2021-3
684,Electiva de Lectura y Escritura,3,2.2,2022-3
685,Ingles 1,4,4.3,2021-3
686,Ingles 1,3,2.7,2023-1
687,Seminario de Ing. de Datos e IA,1,1.8,2023-3
688,Ingles 4,3,4.2,2021-3
689,Comunicación Oral y Escrita,4,0.8,2023-3
690,Lógica y Matemática Discreta,4,4.3,2021-3
691,Administración para Ingenieros,5,2.7,2023-3
692,Inteligencia Artificial,4,4.5,2023-3
693,Formación Ciudadana II: Sociedad y Estado,3,3.6,2021-3
694,Electiva de  Ciencias Sociales,4,0.0,2023-1
695,Cálculo 1,2,1.3,2021-3
696,Cálculo 1,2,4.7,2023-1
697,Formación Ciudadana III: Paz y Convivencia,2,1.6,2022-1
698,Inteligencia Artificial,1,2.5,2022-3
699,ETL (Extracción Transformación y Carga),2,2.4,2023-3
700,Electiva de  Ciencias Sociales,5,1.0,2021-3
701,Cálculo 2,2,3.6,2021-3
702,Almacenamiento de datos,3,1.4,2023-3
703,Ingles 1,2,1.9,2024-3
704,Sistemas Operativos,1,1.8,2022-3
705,Álgebra lineal,2,1.8,2024-1
706,Almacenamiento de datos,3,0.7,2021-1
707,Formación Ciudadana III: Paz y Convivencia,5,0.6,2022-1
708,Redes e Infraestructura,4,3.1,2024-3
709,Sistemas Operativos,4,1.9,2023-1
710,Almacenamiento de datos,5,1.2,2022-1
711,Legislación y Ética en el Manejo de Datos,3,2.7,2023-3
712,Matemáticas Fundamentales,5,2.3,2021-3
713,Ingles 3,5,3.2,2023-3
714,Ingles 5,2,2.6,2021-3
715,Estadística y Probabilidad I,1,2.6,2023-1
716,Ingles 2,4,0.4,2022-3
717,Inteligencia Artificial,2,3.3,2021-3
718,Estadística y Probabilidad II,3,4.8,2023-1
719,Formación Ciudadana I : Identidades y Pluralismo,1,0.4,2021-3
720,Ingles 2,2,4.0,2022-1
721,Seminario de Ing. de Datos e IA,4,3.2,2022-3
722,Comunicación Oral y Escrita,4,1.8,2021-3
723,Matemáticas Fundamentales,5,2.1,2021-1
724,Ingles 4,2,2.0,2024-3
725,Matemáticas Fundamentales,3,0.3,2023-3
726,Electiva de Lectura y Escritura,1,1.0,2022-3
727,Formación Ciudadana III: Paz y Convivencia,4,3.0,2023-1
728,Electiva de Lectura y Escritura,1,0.9,2024-3
729,Redes e Infraestructura,4,3.8,2023-3
730,Electiva Profesional 2,2,3.7,2023-1
731,Sistemas Operativos,1,4.5,2023-3
732,Comunicación Oral y Escrita,1,3.1,2024-1
733,Comunicación Oral y Escrita,3,1.0,2023-3
734,Comunicación Oral y Escrita,4,2.4,2021-3
735,Analítica de Datos,3,2.1,2022-3
736,Electiva Profesional 1,3,2.2,2021-1
737,Programación,1,0.6,2023-1
738,Innovación y Emprendimiento,3,1.6,2023-1
739,Seguridad de la Información,5,1.0,2021-3
740,Formación Ciudadana II: Sociedad y Estado,5,0.6,2021-1
741,Matemáticas Fundamentales,5,1.9,2023-1
742,Innovación y Emprendimiento,2,0.4,2023-3
743,Comunicación Oral y Escrita,5,3.3,2021-1
744,Álgebra lineal,2,3.5,2022-1
745,Estadística y Probabilidad I,4,0.8,2024-3
746,Electiva profesional 4,2,4.9,2021-3
747,Ingeniería y Sostenibilidad,4,4.2,2023-1
748,Electiva Profesional 5,5,1.6,2022-1
749,Electiva Libre I,1,4.4,2024-3
750,Seguridad de la Información,4,3.0,2022-1
751,Ingles 3,4,1.1,2023-3
752,Analítica de Datos,1,4.0,2024-3
753,Ingeniería y Sostenibilidad,4,2.2,2023-1
754,Ingles 5,5,2.4,2024-1
755,Formación Ciudadana III: Paz y Convivencia,2,4.9,2023-1
756,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,1.1,2023-1
757,Ingles 1,3,0.7,2022-3
758,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,2.8,2022-1
759,Ingles 5,4,1.5,2023-3
760,Formación Ciudadana III: Paz y Convivencia,5,4.7,2022-1
761,Innovación y Emprendimiento,5,0.9,2024-1
762,Cálculo 2,1,0.4,2023-1
763,Inteligencia Artificial,5,0.3,2021-3
764,Seguridad de la Información,1,2.1,2021-1
765,Analítica de Datos,1,1.9,2021-1
766,Electiva Profesional 2,5,3.4,2021-1
767,Estadística y Probabilidad I,2,3.4,2023-1
768,Programación,2,1.2,2024-3
769,Formación Ciudadana II: Sociedad y Estado,5,2.9,2023-1
770,Electiva Libre I,4,4.9,2024-1
771,Ingles 3,5,0.5,2022-3
772,Seminario de Ing. de Datos e IA,2,2.8,2024-1
773,Electiva Profesional 2,3,2.6,2021-3
774,Ingles 4,4,0.5,2021-3
775,Formación Ciudadana III: Paz y Convivencia,5,3.3,2024-3
776,Electiva Libre I,3,4.4,2022-1
777,Electiva Libre I,4,4.6,2022-3
778,Electiva Profesional 1,4,3.3,2023-1
779,Cálculo 1,5,1.3,2023-1
780,Inteligencia Artificial,3,3.2,2022-1
781,Formación Ciudadana II: Sociedad y Estado,4,4.7,2022-3
782,Legislación y Ética en el Manejo de Datos,1,3.8,2022-3
783,Estadística y Probabilidad I,2,3.5,2022-1
784,Formación Ciudadana III: Paz y Convivencia,1,4.4,2024-3
785,Electiva Libre I,4,4.0,2022-1
786,Programación,2,4.4,2022-1
787,Electiva Libre I,4,1.7,2022-1
788,Ingles 5,5,3.9,2021-1
789,Formación Ciudadana I : Identidades y Pluralismo,3,0.7,2023-1
790,Sistemas Operativos,2,4.4,2022-1
791,Electiva de Lectura y Escritura,1,1.3,2024-3
792,Matemáticas Fundamentales,1,3.4,2022-1
793,Almacenamiento de datos,1,4.4,2024-3
794,Cálculo 1,4,3.5,2024-3
795,Administración para Ingenieros,2,1.0,2024-1
796,Electiva Profesional 1,2,1.5,2022-1
797,Electiva Profesional 5,5,1.4,2024-1
798,Inteligencia Artificial,1,2.9,2024-3
799,Estadística y Probabilidad I,2,4.3,2024-3
800,Electiva Libre I,2,3.1,2024-3
801,Electiva Libre I,2,1.5,2022-1
802,Almacenamiento de datos,1,4.7,2021-1
803,Formación Ciudadana I : Identidades y Pluralismo,2,4.4,2024-1
804,Cálculo 1,3,3.2,2023-1
805,Electiva Profesional 2,3,4.6,2024-1
806,Innovación y Emprendimiento,5,0.7,2023-3
807,Estadística y Probabilidad I,2,4.6,2022-1
808,Ingles 4,4,2.8,2021-1
809,Electiva profesional 4,3,0.2,2023-3
810,Sistemas Operativos,5,5.0,2022-3
811,Electiva Profesional 5,3,0.1,2023-1
812,Ingles 4,5,3.6,2022-3
813,Ingles 1,5,3.0,2021-1
814,Ingles 2,5,4.7,2022-1
815,Ingles 3,1,4.5,2023-1
816,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,3.9,2022-3
817,Electiva Profesional 5,5,1.6,2021-1
818,Seguridad de la Información,2,0.3,2023-1
819,Ingles 5,5,2.9,2023-1
820,Electiva Profesional 5,3,3.6,2024-1
821,Seminario de Ing. de Datos e IA,3,2.7,2024-3
822,Innovación y Emprendimiento,1,1.2,2021-3
823,Formación Ciudadana III: Paz y Convivencia,2,2.2,2021-1
824,Ingles 1,3,1.0,2024-1
825,Seminario de Ing. de Datos e IA,4,4.6,2021-1
826,Álgebra lineal,2,1.2,2024-1
827,Electiva Libre I,2,3.1,2021-3
828,Electiva Profesional 3,4,0.7,2023-3
829,Electiva Profesional 5,2,2.2,2021-3
830,Electiva Profesional 3,3,4.6,2023-3
831,Seguridad de la Información,3,1.4,2023-1
832,Electiva de  Ciencias Sociales,5,4.1,2024-1
833,Formación Ciudadana II: Sociedad y Estado,2,1.4,2021-1
834,Formación Ciudadana III: Paz y Convivencia,5,0.7,2022-1
835,Comunicación Oral y Escrita,2,1.1,2022-1
836,Electiva de  Ciencias Sociales,3,0.4,2022-1
837,ETL (Extracción Transformación y Carga),4,2.0,2021-3
838,Ingles 5,5,1.7,2021-1
839,Ingles 3,3,1.1,2024-1
840,Electiva de Lectura y Escritura,5,3.9,2022-3
841,Ingles 3,5,2.0,2021-1
842,Electiva Profesional 1,1,1.7,2023-3
843,Legislación y Ética en el Manejo de Datos,5,3.8,2021-1
844,Electiva de Lectura y Escritura,2,4.6,2024-3
845,Álgebra lineal,4,1.5,2024-1
846,Cálculo 2,3,3.7,2023-1
847,Ingles 2,3,0.4,2022-1
848,Electiva profesional 4,5,4.4,2021-3
849,Programación,4,3.3,2022-3
850,Cálculo 1,5,2.2,2024-1
851,Electiva Libre I,4,2.4,2021-3
852,Estadística y Probabilidad I,3,4.0,2021-1
853,Redes e Infraestructura,5,0.5,2023-1
854,Electiva Profesional 5,2,0.8,2021-1
855,Electiva profesional 4,2,1.1,2024-3
856,Ingles 1,2,2.3,2022-1
857,Ingeniería y Sostenibilidad,4,2.7,2022-3
858,Electiva Profesional 5,5,3.4,2021-1
859,Analítica de Datos,1,1.4,2024-3
860,Legislación y Ética en el Manejo de Datos,1,3.2,2023-3
861,Electiva de  Ciencias Sociales,1,4.2,2022-3
862,Seguridad de la Información,3,3.9,2024-3
863,Electiva Profesional 1,1,0.1,2021-3
864,Administración para Ingenieros,5,1.3,2021-1
865,Electiva Libre I,4,4.8,2023-1
866,Lógica y Matemática Discreta,4,4.5,2023-1
867,ETL (Extracción Transformación y Carga),5,3.0,2024-3
868,Redes e Infraestructura,1,1.2,2024-3
869,Seguridad de la Información,5,2.2,2023-3
870,Cálculo 2,5,2.8,2022-1
871,Seminario de Ing. de Datos e IA,4,1.4,2024-1
872,Redes e Infraestructura,4,2.8,2022-3
873,Ingles 5,2,2.2,2021-3
874,Redes e Infraestructura,4,4.4,2022-1
875,Seguridad de la Información,1,0.3,2023-1
876,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.5,2023-1
877,Programación,1,1.0,2021-3
878,Inteligencia Artificial,2,4.9,2023-1
879,Innovación y Emprendimiento,2,1.8,2023-3
880,Electiva Profesional 5,5,2.2,2021-3
881,Electiva Profesional 3,1,4.3,2023-1
882,Redes e Infraestructura,2,5.0,2024-3
883,Inteligencia Artificial,2,4.0,2022-3
884,Administración para Ingenieros,4,3.8,2021-1
885,Ingles 3,5,4.5,2023-1
886,Electiva Profesional 3,4,4.7,2023-3
887,Electiva profesional 4,3,2.7,2022-3
888,Electiva Profesional 2,5,5.0,2021-1
889,Electiva Profesional 5,5,0.3,2022-1
890,Ingles 4,1,1.7,2021-3
891,Innovación y Emprendimiento,5,0.0,2023-3
892,Ingles 5,3,4.1,2024-3
893,Ingles 3,3,2.2,2023-3
894,Legislación y Ética en el Manejo de Datos,4,3.6,2024-3
895,Electiva de  Ciencias Sociales,5,4.7,2023-1
896,Comunicación Oral y Escrita,2,1.5,2023-1
897,Formación Ciudadana I : Identidades y Pluralismo,1,4.4,2022-1
898,Electiva Libre I,5,3.9,2021-3
899,Ingles 5,4,1.6,2024-1
900,Formación Ciudadana II: Sociedad y Estado,2,3.3,2021-3
901,Formación Ciudadana II: Sociedad y Estado,1,3.0,2021-3
902,Ingles 5,2,4.9,2021-3
903,ETL (Extracción Transformación y Carga),1,0.5,2024-1
904,Electiva Libre I,4,0.3,2021-3
905,Electiva Libre I,4,4.3,2023-3
906,Electiva Profesional 1,1,0.6,2022-1
907,Comunicación Oral y Escrita,4,3.9,2022-1
908,Ingeniería y Sostenibilidad,3,4.6,2024-3
909,Innovación y Emprendimiento,5,2.9,2024-1
910,Ingles 2,1,2.7,2022-1
911,Formación Ciudadana I : Identidades y Pluralismo,5,2.7,2021-1
912,Matemáticas Fundamentales,2,2.8,2024-1
913,Formación Ciudadana I : Identidades y Pluralismo,2,4.8,2022-3
914,Seguridad de la Información,1,1.5,2023-3
915,Programación,5,2.5,2023-1
916,Legislación y Ética en el Manejo de Datos,1,4.6,2022-3
917,Ingles 3,1,1.5,2022-1
918,Electiva Libre I,3,3.4,2024-1
919,Cálculo 1,3,4.8,2022-3
920,Ingles 5,1,1.0,2023-3
921,Estadística y Probabilidad I,5,0.2,2021-3
922,Electiva profesional 4,4,0.9,2021-3
923,Ingles 5,1,4.1,2023-3
924,Administración para Ingenieros,1,1.8,2022-3
925,Formación Ciudadana III: Paz y Convivencia,2,1.3,2024-3
926,ETL (Extracción Transformación y Carga),5,3.0,2022-1
927,Ingles 5,5,1.7,2024-1
928,Electiva Profesional 1,5,4.1,2024-1
929,Estadística y Probabilidad I,4,4.2,2023-3
930,Electiva profesional 4,4,4.8,2022-3
931,Electiva profesional 4,2,4.4,2022-1
932,Comunicación Oral y Escrita,2,4.2,2021-1
933,Comunicación Oral y Escrita,5,1.3,2024-3
934,Almacenamiento de datos,5,3.7,2021-1
935,Electiva Profesional 1,2,0.9,2021-3
936,Analítica de Datos,3,2.9,2024-3
937,Electiva Profesional 5,4,4.5,2023-3
938,Seminario de Ing. de Datos e IA,2,1.7,2023-3
939,Electiva Profesional 1,5,3.0,2024-3
940,Formación Ciudadana III: Paz y Convivencia,3,2.2,2024-1
941,Electiva de Lectura y Escritura,3,4.3,2022-1
942,Analítica de Datos,5,3.6,2021-1
943,Estadística y Probabilidad I,4,1.0,2023-1
944,Lógica y Matemática Discreta,5,0.9,2024-3
945,Electiva Profesional 2,5,3.7,2023-1
946,Electiva de  Ciencias Sociales,5,4.3,2022-3
947,Electiva Profesional 2,5,3.7,2021-1
948,Comunicación Oral y Escrita,2,0.5,2022-3
949,ETL (Extracción Transformación y Carga),2,4.7,2022-3
950,Programación,5,4.7,2024-1
951,Administración para Ingenieros,5,3.8,2021-3
952,Sistemas Operativos,2,1.0,2022-3
953,Seminario de Ing. de Datos e IA,1,0.4,2022-1
954,Sistemas Operativos,2,1.5,2023-1
955,ETL (Extracción Transformación y Carga),3,3.2,2023-3
956,Electiva Profesional 1,1,0.5,2023-3
957,Ingles 2,5,3.5,2021-3
958,Estadística y Probabilidad I,4,3.8,2024-3
959,Ingeniería y Sostenibilidad,5,0.7,2023-3
960,Matemáticas Fundamentales,4,1.4,2022-3
961,Administración para Ingenieros,2,2.3,2022-1
962,Inteligencia Artificial,5,0.3,2021-1
963,Formación Ciudadana I : Identidades y Pluralismo,4,2.4,2024-1
964,Programación,5,4.6,2021-1
965,Sistemas Operativos,2,2.3,2024-1
966,Electiva Profesional 2,5,2.8,2022-3
967,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,4.2,2022-1
968,Álgebra lineal,1,0.5,2022-1
969,Administración para Ingenieros,3,0.0,2022-3
970,Ingles 3,1,1.2,2022-1
971,Ingeniería y Sostenibilidad,4,2.5,2022-1
972,Ingles 5,1,2.1,2023-3
973,Ingles 4,2,0.3,2021-3
974,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.0,2023-1
975,Analítica de Datos,4,0.5,2024-1
976,Seminario de Ing. de Datos e IA,1,2.6,2021-3
977,Electiva Profesional 5,4,1.3,2022-3
978,Electiva Profesional 2,4,0.1,2023-3
979,Álgebra lineal,2,3.1,2022-1
980,Ingles 1,1,4.2,2024-1
981,Sistemas Operativos,5,0.2,2022-3
982,Redes e Infraestructura,5,3.8,2021-1
983,Legislación y Ética en el Manejo de Datos,2,0.4,2024-1
984,Inteligencia Artificial,1,4.8,2021-3
985,Almacenamiento de datos,2,4.7,2021-3
986,Ingles 1,2,1.9,2024-3
987,Innovación y Emprendimiento,5,3.7,2024-1
988,Cálculo 1,5,0.1,2024-3
989,Redes e Infraestructura,4,1.6,2021-1
990,Comunicación Oral y Escrita,3,4.3,2022-1
991,Formación Ciudadana I : Identidades y Pluralismo,3,4.1,2024-1
992,Legislación y Ética en el Manejo de Datos,4,5.0,2022-3
993,Innovación y Emprendimiento,3,4.7,2022-1
994,Ingles 1,1,4.0,2021-1
995,Ingles 3,3,3.3,2022-3
996,Electiva Libre I,2,4.0,2024-1
997,Electiva Profesional 1,1,0.9,2021-1
998,Ingeniería y Sostenibilidad,1,0.9,2023-1
999,Programación,4,0.7,2024-1
1000,Electiva Profesional 5,5,4.0,2023-3
