id,nombreCurso,grupo,nota,periodo
546,Electiva Profesional 1,4,4.3,2024-3
547,Electiva Profesional 1,4,4.2,2024-1
548,Electiva de Lectura y Escritura,2,0.7,2023-1
549,Estadística y Probabilidad II,3,1.6,2021-1
550,Estadística y Probabilidad II,1,2.9,2023-1
551,Electiva Profesional 2,4,3.8,2022-3
552,Cálculo 2,1,0.4,2023-3
553,Electiva de Lectura y Escritura,4,3.2,2021-1
554,Electiva Profesional 3,2,0.8,2023-1
555,Almacenamiento de datos,4,2.1,2024-3
556,Comunicación Oral y Escrita,1,4.2,2021-1
557,Analítica de Datos,2,1.6,2021-1
558,Electiva Profesional 1,3,0.2,2022-1
559,Ingeniería y Sostenibilidad,1,1.7,2022-3
560,Ingles 5,2,0.2,2022-3
561,Legislación y Ética en el Manejo de Datos,2,0.0,2024-3
562,Programación,2,0.1,2024-3
563,Formación Ciudadana II: Sociedad y Estado,1,0.7,2024-3
564,Ingles 1,1,0.7,2024-3
565,Ingeniería y Sostenibilidad,1,0.8,2021-3
566,Álgebra lineal,1,4.6,2022-1
567,Transformación y Carga),3,4.3,2022-3
568,Comunicación Oral y Escrita,2,1.1,2021-3
569,Ingles 5,3,4.7,2021-3
570,Estadística y Probabilidad I,4,4.4,2021-3
571,Innovación y Emprendimiento,4,3.9,2022-3
572,Sistemas Operativos,4,2.5,2024-1
573,Administración para Ingenieros,2,4.0,2021-1
574,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,3.4,2024-1
575,Transformación y Carga),2,4.0,2023-1
576,Sistemas Operativos,1,3.4,2024-1
577,Formación Ciudadana III: Paz y Convivencia,2,2.1,2022-3
578,Formación Ciudadana II: Sociedad y Estado,1,1.9,2023-3
579,Comunicación Oral y Escrita,3,0.7,2024-3
580,Ingles 5,4,1.1,2021-1
581,Ingles 4,3,3.0,2024-1
582,Sistemas Operativos,1,1.4,2022-3
583,Electiva Profesional 5,2,2.4,2023-3
584,Electiva profesional 4,1,0.7,2023-3
585,Lógica y Matemática Discreta,4,0.4,2022-1
586,Administración para Ingenieros,2,1.6,2022-1
587,Electiva de Lectura y Escritura,3,3.4,2022-3
588,Inteligencia Artificial,1,2.6,2022-1
589,Electiva Profesional 1,1,0.5,2023-3
590,Ingles 4,2,2.7,2021-1
591,Cálculo 1,2,4.1,2023-1
592,Formación Ciudadana I : Identidades y Pluralismo,3,3.9,2022-1
593,Innovación y Emprendimiento,2,1.4,2021-1
594,Cálculo 2,3,3.3,2022-1
595,Electiva Profesional 2,4,2.4,2023-1
596,Programación,1,4.6,2022-3
597,Formación Ciudadana II: Sociedad y Estado,2,5.0,2021-1
598,Ingeniería y Sostenibilidad,1,0.6,2021-1
599,Seguridad de la Información,3,2.6,2023-3
600,Comunicación Oral y Escrita,1,2.7,2024-3
601,Formación Ciudadana I : Identidades y Pluralismo,4,0.3,2021-1
602,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.5,2021-1
603,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.4,2022-1
604,Legislación y Ética en el Manejo de Datos,1,4.1,2022-3
605,Ingles 4,1,3.0,2021-1
606,Electiva Profesional 1,3,4.1,2024-1
607,Ingles 2,2,1.5,2022-3
608,Ingles 2,3,1.8,2021-3
609,Estadística y Probabilidad II,1,1.3,2022-1
610,Analítica de Datos,4,2.5,2021-3
611,Estadística y Probabilidad II,3,0.7,2021-1
612,Formación Ciudadana I : Identidades y Pluralismo,4,4.6,2022-1
613,Estadística y Probabilidad I,3,0.3,2023-3
614,Legislación y Ética en el Manejo de Datos,1,3.5,2024-1
615,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,4.8,2021-3
616,Innovación y Emprendimiento,1,1.4,2021-3
617,Lógica y Matemática Discreta,1,4.4,2021-3
618,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.6,2024-3
619,Ingles 1,2,3.5,2024-3
620,Administración para Ingenieros,4,4.5,2024-1
621,Lógica y Matemática Discreta,2,1.7,2023-1
622,Formación Ciudadana I : Identidades y Pluralismo,3,3.3,2023-3
623,Electiva Profesional 2,2,2.8,2022-1
624,Estadística y Probabilidad I,3,4.0,2024-1
625,Electiva Profesional 1,3,4.4,2022-3
626,Cálculo 1,3,0.7,2021-1
627,Cálculo 1,3,4.9,2022-3
628,Electiva de Lectura y Escritura,1,3.8,2021-3
629,Innovación y Emprendimiento,2,4.1,2022-3
630,Ingeniería y Sostenibilidad,1,3.2,2023-1
631,Inteligencia Artificial,1,3.9,2022-1
632,ETL (Extracción,1,3.6,2024-3
633,Electiva Libre I,3,1.0,2024-3
634,Ingles 4,4,1.0,2022-3
635,Electiva Profesional 3,1,2.4,2022-1
636,Ingles 4,3,4.7,2024-1
637,Innovación y Emprendimiento,3,1.4,2022-3
638,Electiva profesional 4,1,0.7,2023-3
639,Administración para Ingenieros,1,3.6,2021-3
640,Electiva profesional 4,1,4.2,2024-3
641,Electiva de Lectura y Escritura,1,4.0,2022-1
642,Electiva de  Ciencias Sociales,3,2.2,2022-1
643,Sistemas Operativos,3,1.1,2024-1
644,Ingeniería y Sostenibilidad,4,4.8,2021-3
645,Ingles 3,1,0.3,2021-1
646,Ingles 3,1,0.4,2021-1
647,Álgebra lineal,4,1.6,2024-1
648,Ingeniería y Sostenibilidad,4,1.8,2022-1
649,Lógica y Matemática Discreta,4,3.3,2021-1
650,Almacenamiento de datos,2,4.0,2024-3
651,Lógica y Matemática Discreta,1,4.9,2024-3
652,Electiva Profesional 5,2,1.8,2021-3
653,Electiva Profesional 3,3,4.4,2024-3
654,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.0,2022-1
655,Sistemas Operativos,2,0.3,2021-3
656,Programación,1,4.5,2022-3
657,Inteligencia Artificial,4,4.2,2022-1
658,Cálculo 1,4,1.0,2023-3
659,Cálculo 1,1,4.1,2022-3
660,Inteligencia Artificial,4,3.6,2022-3
661,ETL (Extracción,1,2.7,2021-3
662,Álgebra lineal,3,1.4,2021-3
663,Transformación y Carga),2,2.7,2024-3
664,Electiva Profesional 1,2,0.3,2022-1
665,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.0,2023-3
666,Sistemas Operativos,4,2.1,2023-3
667,Estadística y Probabilidad I,3,3.7,2021-3
668,Formación Ciudadana III: Paz y Convivencia,2,2.8,2023-3
669,Transformación y Carga),4,3.9,2022-3
670,Seguridad de la Información,4,4.2,2021-1
671,Matemáticas Fundamentales,2,4.2,2024-3
672,Administración para Ingenieros,2,1.1,2023-3
673,Formación Ciudadana I : Identidades y Pluralismo,1,2.9,2024-1
674,Electiva de Lectura y Escritura,1,4.6,2022-3
675,Matemáticas Fundamentales,2,2.2,2022-3
676,Ingeniería y Sostenibilidad,3,5.0,2023-3
677,Álgebra lineal,2,4.7,2023-3
678,Innovación y Emprendimiento,2,4.3,2023-1
679,Álgebra lineal,3,3.7,2021-1
680,Electiva Libre I,3,0.4,2022-1
681,Analítica de Datos,3,0.3,2023-1
682,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,4.6,2021-3
683,Álgebra lineal,3,4.7,2021-3
684,ETL (Extracción,3,4.7,2022-3
685,Electiva Profesional 1,4,0.7,2023-3
686,Seguridad de la Información,4,2.7,2022-1
687,Cálculo 1,1,3.0,2023-3
688,Electiva de Lectura y Escritura,2,2.4,2024-1
689,Ingeniería y Sostenibilidad,2,4.9,2021-1
690,Ingles 4,1,4.0,2024-1
691,Ingles 2,4,0.5,2023-3
692,Programación,4,2.1,2021-3
693,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,4.8,2023-1
694,Electiva Profesional 2,2,3.8,2022-1
695,Inteligencia Artificial,3,1.2,2024-3
696,Formación Ciudadana III: Paz y Convivencia,2,3.3,2024-3
697,Programación,1,0.3,2022-3
698,ETL (Extracción,4,3.2,2021-3
699,Analítica de Datos,2,1.3,2021-1
700,Redes e Infraestructura,1,3.7,2022-1
701,Estadística y Probabilidad II,4,2.1,2024-1
702,Almacenamiento de datos,2,4.9,2024-3
703,Administración para Ingenieros,3,5.0,2023-3
704,Legislación y Ética en el Manejo de Datos,1,3.4,2022-1
705,Transformación y Carga),3,0.5,2022-1
706,Programación,3,1.2,2022-3
707,Cálculo 1,4,0.5,2021-3
708,Álgebra lineal,3,1.9,2023-3
709,Analítica de Datos,3,3.8,2021-1
710,Electiva Libre I,1,4.3,2022-1
711,Comunicación Oral y Escrita,2,0.7,2021-1
712,Ingles 2,4,2.2,2021-1
713,Administración para Ingenieros,1,0.5,2024-3
714,Electiva Profesional 5,1,3.4,2024-1
715,Comunicación Oral y Escrita,1,0.1,2023-3
716,Electiva Profesional 5,3,3.9,2023-3
717,Formación Ciudadana III: Paz y Convivencia,2,3.7,2023-3
718,Estadística y Probabilidad I,1,4.6,2021-1
719,Comunicación Oral y Escrita,1,2.1,2022-1
720,Electiva de Lectura y Escritura,1,4.9,2022-1
721,Lógica y Matemática Discreta,2,1.8,2021-1
722,Legislación y Ética en el Manejo de Datos,4,1.9,2021-1
723,Estadística y Probabilidad I,2,4.0,2022-3
724,Legislación y Ética en el Manejo de Datos,2,0.6,2023-1
725,Electiva Profesional 1,3,3.0,2022-3
726,Ingeniería y Sostenibilidad,2,0.3,2022-1
727,Matemáticas Fundamentales,3,2.3,2022-1
728,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,0.9,2021-3
729,Ingles 4,1,3.3,2024-1
730,Electiva de Lectura y Escritura,4,3.7,2023-3
731,Inteligencia Artificial,1,3.5,2022-1
732,Cálculo 2,1,4.2,2022-3
733,Programación,4,0.3,2024-3
734,Sistemas Operativos,1,2.8,2024-3
735,Electiva de Lectura y Escritura,1,2.0,2023-1
736,Electiva Profesional 3,4,4.6,2024-3
737,Almacenamiento de datos,1,2.1,2021-3
738,Administración para Ingenieros,2,0.5,2024-3
739,Ingeniería y Sostenibilidad,4,0.7,2021-3
740,Seminario de Ing. de Datos e IA,1,4.6,2024-1
741,Electiva Libre I,2,4.0,2021-1
742,Formación Ciudadana III: Paz y Convivencia,1,4.9,2021-3
743,Ingles 5,3,0.1,2022-1
744,Formación Ciudadana II: Sociedad y Estado,4,3.6,2021-1
745,Electiva Profesional 2,2,0.9,2023-1
746,Estadística y Probabilidad I,3,3.5,2023-1
747,Ingeniería y Sostenibilidad,4,2.3,2023-1
748,Formación Ciudadana I : Identidades y Pluralismo,1,1.6,2021-3
749,Electiva de Lectura y Escritura,3,4.3,2023-1
750,Estadística y Probabilidad II,1,0.9,2023-1
751,Programación,3,3.7,2024-1
752,Ingles 5,1,3.0,2021-1
753,Electiva Profesional 1,4,4.6,2022-3
754,Electiva Profesional 2,1,3.1,2023-3
755,Electiva Profesional 5,2,1.0,2023-1
756,Ingles 3,3,2.2,2023-3
757,Comunicación Oral y Escrita,4,2.4,2022-1
758,Formación Ciudadana II: Sociedad y Estado,2,1.0,2021-3
759,Ingles 5,1,2.6,2022-1
760,Álgebra lineal,2,4.7,2024-3
761,Ingles 1,2,4.6,2024-3
762,Cálculo 1,3,2.7,2022-3
763,Ingles 4,3,1.7,2021-3
764,Transformación y Carga),1,4.9,2024-1
765,Ingles 4,4,1.8,2024-1
766,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,4.5,2021-3
767,Comunicación Oral y Escrita,4,3.5,2021-3
768,Electiva profesional 4,3,4.5,2021-3
769,Programación,1,4.4,2022-1
770,Formación Ciudadana I : Identidades y Pluralismo,4,2.0,2024-3
771,Administración para Ingenieros,3,0.5,2021-3
772,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,3.4,2024-1
773,Almacenamiento de datos,4,3.5,2022-1
774,Redes e Infraestructura,3,0.3,2022-1
775,Electiva profesional 4,4,4.1,2022-1
776,Electiva de  Ciencias Sociales,2,4.9,2024-3
777,Electiva Libre I,4,0.2,2023-3
778,Electiva Profesional 3,4,0.9,2023-1
779,Seminario de Ing. de Datos e IA,1,3.7,2021-3
780,Electiva de  Ciencias Sociales,1,0.2,2022-3
781,Ingles 2,3,0.8,2022-1
782,Electiva Libre I,1,3.9,2021-1
783,Lógica y Matemática Discreta,3,4.0,2023-3
784,Estadística y Probabilidad II,3,4.6,2021-1
785,Ingles 3,1,3.8,2021-1
786,Redes e Infraestructura,2,4.1,2023-1
787,Electiva de  Ciencias Sociales,3,3.1,2023-1
788,Matemáticas Fundamentales,2,2.8,2021-3
789,Estadística y Probabilidad I,1,3.5,2022-1
790,Ingles 2,3,3.9,2023-3
791,Seguridad de la Información,1,0.3,2023-1
792,Seguridad de la Información,3,2.2,2024-3
793,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.4,2023-3
794,Ingles 4,2,1.7,2023-3
795,Electiva Profesional 1,3,4.5,2023-3
796,Cálculo 1,3,3.5,2023-3
797,Administración para Ingenieros,3,0.0,2023-3
798,Electiva profesional 4,3,4.1,2021-1
799,Electiva profesional 4,2,4.2,2023-3
800,Electiva Profesional 1,1,2.3,2023-1
801,Electiva de  Ciencias Sociales,1,3.1,2021-3
802,Seguridad de la Información,1,4.9,2024-1
803,Cálculo 2,3,3.0,2023-1
804,Ingles 5,2,3.3,2022-1
805,Lógica y Matemática Discreta,2,0.5,2021-3
806,Ingles 5,2,2.1,2023-1
807,Analítica de Datos,2,4.2,2021-3
808,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,4.2,2022-3
809,Ingles 5,3,4.8,2024-3
810,Formación Ciudadana II: Sociedad y Estado,2,4.7,2023-3
811,Electiva Profesional 3,1,1.8,2023-1
812,Ingles 3,1,2.9,2021-3
813,Electiva Profesional 5,4,4.4,2023-1
814,Seminario de Ing. de Datos e IA,3,0.1,2024-3
815,Cálculo 1,1,4.8,2022-3
816,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,1.8,2023-1
817,Álgebra lineal,4,2.8,2023-1
818,Redes e Infraestructura,1,1.0,2021-1
819,Almacenamiento de datos,4,4.7,2024-3
820,Comunicación Oral y Escrita,4,1.2,2021-1
821,Sistemas Operativos,4,3.9,2021-3
822,Formación Ciudadana II: Sociedad y Estado,2,3.0,2021-3
823,Álgebra lineal,4,1.2,2024-3
824,Estadística y Probabilidad II,1,2.1,2024-3
825,Seguridad de la Información,2,4.5,2023-1
826,Analítica de Datos,1,0.1,2022-1
827,Ingles 2,2,1.3,2024-1
828,Cálculo 2,1,3.5,2022-1
829,Ingles 3,4,0.4,2024-1
830,Seminario de Ing. de Datos e IA,1,1.3,2023-1
831,Electiva Profesional 2,4,3.3,2024-3
832,Cálculo 2,2,0.6,2022-3
833,Electiva Profesional 2,2,0.6,2021-3
834,Cálculo 1,4,2.0,2021-1
835,Seminario de Ing. de Datos e IA,1,0.5,2024-1
836,Almacenamiento de datos,4,0.5,2022-1
837,Comunicación Oral y Escrita,4,2.9,2024-3
838,Administración para Ingenieros,3,1.8,2021-1
839,Programación,2,3.1,2024-1
840,Electiva Profesional 2,3,3.4,2024-1
841,Redes e Infraestructura,3,1.3,2024-1
842,Estadística y Probabilidad I,3,1.4,2024-1
843,Matemáticas Fundamentales,3,4.5,2023-1
844,Ingles 1,4,1.6,2023-1
845,Programación,3,1.3,2024-1
846,ETL (Extracción,3,1.7,2021-3
847,Formación Ciudadana I : Identidades y Pluralismo,2,2.8,2023-3
848,Legislación y Ética en el Manejo de Datos,1,0.3,2021-1
849,Cálculo 1,2,2.7,2021-1
850,Electiva profesional 4,4,3.8,2024-1
851,Ingles 4,3,0.2,2021-1
852,Ingles 4,2,0.8,2022-3
853,Electiva Profesional 1,1,0.8,2024-1
854,Almacenamiento de datos,3,0.8,2023-1
855,Electiva Profesional 2,2,3.5,2024-1
856,Seminario de Ing. de Datos e IA,4,2.7,2024-1
857,Ingles 5,1,1.0,2024-3
858,Estadística y Probabilidad I,3,1.6,2022-3
859,Electiva Profesional 2,2,2.6,2022-3
860,Electiva Profesional 2,2,3.1,2024-3
861,Electiva Profesional 2,2,1.9,2022-3
862,Matemáticas Fundamentales,1,3.6,2024-1
863,Legislación y Ética en el Manejo de Datos,3,1.6,2023-1
864,Ingles 2,3,0.1,2024-1
865,Ingles 3,2,2.5,2022-3
866,Programación,3,3.6,2022-3
867,Ingles 5,1,1.4,2024-3
868,Innovación y Emprendimiento,4,0.5,2021-3
869,Almacenamiento de datos,3,2.5,2021-1
870,Ingles 5,2,2.3,2022-1
871,Almacenamiento de datos,2,4.1,2021-1
872,Comunicación Oral y Escrita,1,0.9,2023-3
873,Redes e Infraestructura,3,2.0,2021-3
874,Seminario de Ing. de Datos e IA,1,3.8,2022-1
875,Electiva Libre I,3,0.5,2023-1
876,Programación,4,3.5,2022-1
877,Electiva profesional 4,3,3.8,2021-1
878,Electiva Profesional 5,4,0.1,2024-3
879,Ingeniería y Sostenibilidad,3,3.0,2024-3
880,Electiva Profesional 3,3,3.9,2024-3
881,Ingles 5,2,3.3,2023-1
882,Electiva Profesional 2,1,2.6,2022-3
883,Formación Ciudadana II: Sociedad y Estado,3,5.0,2024-1
884,Electiva de  Ciencias Sociales,4,0.0,2024-1
885,Electiva de Lectura y Escritura,1,4.3,2022-3
886,Transformación y Carga),1,1.2,2024-3
887,Matemáticas Fundamentales,4,0.7,2023-3
888,Legislación y Ética en el Manejo de Datos,2,2.2,2022-3
889,Seminario de Ing. de Datos e IA,4,0.1,2024-3
890,Electiva Profesional 3,1,2.4,2023-3
891,Redes e Infraestructura,3,3.5,2022-1
892,Lógica y Matemática Discreta,4,2.3,2021-1
893,Almacenamiento de datos,3,2.5,2022-3
894,Seguridad de la Información,1,2.2,2023-1
895,Programación,2,4.6,2022-3
896,Electiva Libre I,4,1.5,2024-1
897,Ingles 3,4,3.0,2023-1
898,Ingles 3,1,3.2,2023-3
899,Cálculo 2,1,2.9,2024-1
900,Ingles 1,3,3.1,2024-3
901,Formación Ciudadana I : Identidades y Pluralismo,3,0.8,2022-3
902,Seguridad de la Información,4,4.3,2023-1
903,Formación Ciudadana III: Paz y Convivencia,3,3.2,2021-1
904,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,1.1,2023-3
905,Seminario de Ing. de Datos e IA,2,0.5,2023-1
906,Inteligencia Artificial,1,1.0,2022-1
907,Ingles 5,4,4.1,2024-3
908,Formación Ciudadana III: Paz y Convivencia,2,4.8,2024-1
909,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.8,2023-3
910,Ingles 5,2,2.1,2024-3
911,Redes e Infraestructura,1,4.5,2022-3
912,Seminario de Ing. de Datos e IA,2,0.6,2022-3
913,Seminario de Ing. de Datos e IA,1,4.0,2022-1
914,Redes e Infraestructura,1,3.5,2024-3
915,Electiva de Lectura y Escritura,1,4.7,2024-3
916,Ingeniería y Sostenibilidad,3,1.0,2024-3
917,Lógica y Matemática Discreta,3,2.1,2022-1
918,Electiva profesional 4,4,4.5,2023-3
919,Analítica de Datos,1,0.4,2022-1
920,Matemáticas Fundamentales,2,0.7,2022-1
921,ETL (Extracción,3,1.2,2024-1
922,Transformación y Carga),4,3.8,2022-1
923,ETL (Extracción,1,2.2,2021-3
924,Comunicación Oral y Escrita,1,3.6,2024-1
925,Cálculo 1,2,3.7,2023-1
926,Formación Ciudadana I : Identidades y Pluralismo,3,1.2,2022-1
927,Electiva de  Ciencias Sociales,2,4.7,2022-1
928,Lógica y Matemática Discreta,3,0.9,2021-3
929,Redes e Infraestructura,1,1.7,2022-3
930,Formación Ciudadana I : Identidades y Pluralismo,2,4.4,2022-1
931,Lógica y Matemática Discreta,3,4.2,2022-3
932,Transformación y Carga),2,3.6,2023-1
933,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,2.2,2022-3
934,Electiva de  Ciencias Sociales,3,4.1,2021-3
935,Seguridad de la Información,4,0.2,2024-1
936,Redes e Infraestructura,3,0.8,2024-3
937,Ingles 3,2,2.0,2024-3
938,Cálculo 1,3,2.6,2022-3
939,Matemáticas Fundamentales,3,4.4,2024-3
940,Cálculo 1,3,4.2,2022-1
941,Seminario de Ing. de Datos e IA,1,2.0,2024-3
942,Seminario de Ing. de Datos e IA,2,4.3,2021-1
943,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,4.7,2022-1
944,Ingeniería y Sostenibilidad,1,1.4,2022-3
945,Electiva de  Ciencias Sociales,3,3.6,2023-3
946,Estadística y Probabilidad I,4,0.0,2023-3
947,Ingles 4,4,4.0,2024-1
948,Electiva Profesional 3,1,4.0,2022-3
949,Analítica de Datos,3,4.9,2024-3
950,Formación Ciudadana III: Paz y Convivencia,3,2.1,2022-1
951,Innovación y Emprendimiento,4,4.7,2023-1
952,Administración para Ingenieros,4,3.2,2021-1
953,Electiva Profesional 2,2,1.0,2022-3
954,Innovación y Emprendimiento,4,2.7,2022-3
955,Inteligencia Artificial,3,2.0,2023-3
956,Seminario de Ing. de Datos e IA,3,3.4,2021-1
957,Inteligencia Artificial,2,3.6,2024-1
958,Formación Ciudadana III: Paz y Convivencia,1,2.7,2023-3
959,Electiva Profesional 2,3,0.2,2022-1
960,Analítica de Datos,3,2.8,2023-3
961,Electiva Profesional 2,1,3.2,2022-1
962,Administración para Ingenieros,1,4.5,2022-3
963,Electiva Profesional 5,3,1.4,2023-3
964,Ingles 2,1,2.6,2024-3
965,Matemáticas Fundamentales,4,4.4,2021-1
966,Lógica y Matemática Discreta,1,2.1,2021-3
967,Cálculo 2,4,1.0,2021-3
968,ETL (Extracción,3,0.5,2022-3
969,Inteligencia Artificial,3,2.5,2023-1
970,Seguridad de la Información,1,1.6,2023-3
971,Ingeniería y Sostenibilidad,4,0.6,2022-1
972,Ingles 5,2,3.6,2022-3
973,Inteligencia Artificial,1,4.8,2023-1
974,Estadística y Probabilidad I,1,4.5,2022-3
975,Administración para Ingenieros,3,0.1,2023-1
976,Ingles 1,1,1.1,2021-1
977,Ingles 5,1,3.6,2024-3
978,Cálculo 1,1,1.4,2024-3
979,Seguridad de la Información,1,2.0,2022-1
980,Programación,3,0.4,2023-1
981,Almacenamiento de datos,1,4.9,2021-1
982,Redes e Infraestructura,1,4.8,2024-3
983,Inteligencia Artificial,3,3.7,2024-1
984,Álgebra lineal,4,4.2,2023-3
985,Sistemas Operativos,4,4.6,2023-3
986,Electiva de  Ciencias Sociales,2,4.5,2021-3
987,Electiva de Lectura y Escritura,3,4.1,2024-1
988,Matemáticas Fundamentales,3,1.9,2024-1
989,Formación Ciudadana I : Identidades y Pluralismo,1,2.2,2021-1
990,Redes e Infraestructura,3,2.4,2024-3
991,Electiva Libre I,4,1.3,2024-1
992,Cálculo 1,2,4.7,2022-3
993,Administración para Ingenieros,3,1.3,2023-3
994,Electiva Profesional 3,4,1.4,2024-1
995,Seguridad de la Información,4,0.9,2021-3
996,Cálculo 1,3,4.9,2023-3
997,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,4.2,2021-3
998,Álgebra lineal,2,0.6,2023-1
999,Almacenamiento de datos,2,4.3,2023-1
1000,Electiva Profesional 1,1,1.5,2021-3
