id,nombreCurso,grupo,nota,periodo
545,Electiva Profesional 4,2,4.3,2024-1
546,Formacion Ciudadana II: Sociedad y Estado,3,1.1,2024-1
547,Legislacion y etica en el manejo de datos,1,3.3,2022-3
548,Electiva Libre I,3,2.3,2023-1
549,Electiva Libre I,4,3.7,2021-3
550,Almacenamiento de Datos,4,1.9,2022-1
551,Seguridad de la informacion,5,4.0,2022-1
552,Electiva Profesional 5,5,3.6,2024-1
553,Electiva Profesional 2,1,4.4,2023-1
554,Ingles 2,4,2.2,2022-1
555,Formacion Ciudadana III: Paz y Convivencia,5,4.4,2022-3
556,Calculo 2,2,2.3,2022-1
557,Electiva Profesional I,1,1.4,2022-3
558,Electiva Profesional I,3,2.1,2022-1
559,Sistemas Operativos,2,4.4,2023-1
560,Seguridad de la informacion,4,5.0,2021-3
561,Redes e Infraestructura,5,1.1,2024-1
562,Ingles 2,5,0.1,2023-1
563,ETL (Extraccion Transformacion y Carga),3,3.5,2021-3
564,Redes e Infraestructura,3,0.6,2021-1
565,Administracion para Ingenieros,5,4.8,2022-1
566,Electiva Profesional 2,1,2.5,2024-1
567,Comunicacion Oral y Escrita,5,1.3,2024-1
568,Ingles 5,1,4.0,2024-1
569,Ingles 3,4,3.5,2023-1
570,ETL (Extraccion Transformacion y Carga),5,1.6,2022-3
571,Formacion Ciudadana II: Sociedad y Estado,4,5.0,2021-3
572,Electiva Profesional 2,5,2.5,2024-1
573,Formacion Ciudadana I : Identidades y Pluralismo,5,0.0,2023-1
574,ETL (Extraccion Transformacion y Carga),3,2.4,2023-1
575,Electiva Profesional 4,3,2.5,2021-3
576,Almacenamiento de Datos,3,0.2,2021-3
577,Ingenieria y Sostenibilidad,5,0.7,2021-3
578,Electiva Profesional I,4,2.3,2023-1
579,Innovacion y Emprendimiento,4,0.4,2021-1
580,Electiva de Lectura y Escritura,3,3.3,2022-1
581,Ingles 4,4,2.1,2024-1
582,Seminario de Ing. de Datos e I.A.,2,1.1,2022-1
583,Electiva de Lectura y Escritura,5,2.8,2024-1
584,Analitica de Datos,2,1.1,2021-1
585,Almacenamiento de Datos,1,1.1,2022-3
586,Formacion Ciudadana II: Sociedad y Estado,1,1.1,2023-1
587,Estadistica y Probabilidad I,2,4.2,2021-1
588,Ingles 4,3,2.0,2022-3
589,Innovacion y Emprendimiento,2,0.6,2022-1
590,Electiva de Lectura y Escritura,1,0.7,2023-3
591,Electiva Profesional 3,2,2.4,2022-1
592,Electiva de Ciencias Sociales,3,4.2,2024-1
593,ETL (Extraccion Transformacion y Carga),5,4.3,2023-3
594,Electiva Profesional 4,2,2.1,2024-1
595,Ingles 4,1,0.5,2021-1
596,Matematicas Fundamentales,5,4.9,2021-1
597,Algebra Lineal,2,4.3,2021-3
598,Redes e Infraestructura,3,2.9,2023-3
599,Seminario de Ing. de Datos e I.A.,1,2.5,2021-1
600,Electiva Profesional 5,4,2.4,2022-1
601,Formacion Ciudadana II: Sociedad y Estado,3,2.0,2022-3
602,Algebra Lineal,2,0.5,2021-3
603,Inteligencia Artificial,4,4.3,2023-3
604,Formacion Ciudadana I : Identidades y Pluralismo,3,4.7,2022-1
605,Electiva Profesional 4,5,0.2,2022-1
606,Ingles 4,4,2.8,2021-3
607,Electiva de Lectura y Escritura,3,3.8,2022-1
608,Electiva Profesional 3,3,0.4,2021-3
609,Inteligencia Artificial,3,4.8,2021-1
610,Legislacion y etica en el manejo de datos,1,2.1,2021-1
611,Seminario de Ing. de Datos e I.A.,1,5.0,2021-1
612,Administracion para Ingenieros,4,0.5,2021-1
613,Electiva de Ciencias Sociales,4,4.8,2022-3
614,Matematicas Fundamentales,4,1.9,2023-1
615,Electiva Libre I,5,2.5,2022-3
616,Ingles 4,3,2.6,2022-3
617,Ingles 1,2,2.4,2023-1
618,Estadistica y Probabilidad I,1,3.9,2022-3
619,Electiva Profesional I,4,1.6,2023-3
620,Analitica de Datos,4,4.3,2023-3
621,Formacion Ciudadana I : Identidades y Pluralismo,5,3.3,2022-1
622,Estadistica y Probabilidad II,3,3.1,2024-1
623,Formacion Ciudadana III: Paz y Convivencia,2,2.4,2023-1
624,Calculo 1,5,1.7,2023-3
625,Analitica de Datos,2,1.2,2023-3
626,Formacion Ciudadana I : Identidades y Pluralismo,4,2.2,2022-1
627,Formacion Ciudadana I : Identidades y Pluralismo,3,2.5,2024-1
628,Electiva Profesional 4,1,3.9,2021-1
629,Electiva Profesional 4,5,3.0,2023-3
630,Formacion Ciudadana II: Sociedad y Estado,5,2.5,2024-1
631,Almacenamiento de Datos,2,3.9,2021-3
632,Electiva Profesional 4,2,2.2,2024-1
633,Administracion para Ingenieros,4,0.1,2021-1
634,Electiva Profesional 3,1,2.8,2022-3
635,Analitica de Datos,3,0.4,2022-3
636,Sistemas Operativos,2,4.1,2021-1
637,Seguridad de la informacion,3,2.0,2022-1
638,Inteligencia Artificial,3,0.8,2021-1
639,Programacion,1,3.9,2021-1
640,Electiva de Ciencias Sociales,2,0.9,2022-1
641,Analitica de Datos,4,4.0,2021-3
642,Seminario de Ing. de Datos e I.A.,4,4.7,2023-3
643,Almacenamiento de Datos,4,3.9,2023-1
644,Electiva Profesional 2,4,4.0,2021-1
645,Ingles 2,5,0.5,2022-3
646,Algebra Lineal,2,4.9,2023-1
647,Seminario de Ing. de Datos e I.A.,3,3.6,2024-1
648,Formacion Ciudadana II: Sociedad y Estado,3,2.8,2023-3
649,Sistemas Operativos,2,3.8,2022-3
650,Legislacion y etica en el manejo de datos,2,4.1,2021-1
651,ETL (Extraccion Transformacion y Carga),4,4.7,2021-3
652,Seguridad de la informacion,5,2.3,2022-3
653,Innovacion y Emprendimiento,4,0.6,2023-3
654,Algebra Lineal,2,4.3,2023-3
655,ETL (Extraccion Transformacion y Carga),2,4.8,2022-1
656,Electiva Profesional I,3,0.1,2021-1
657,Electiva Profesional 3,4,1.7,2021-1
658,Calculo 2,5,3.9,2021-3
659,Electiva de Lectura y Escritura,3,0.1,2021-3
660,Programacion,1,3.6,2022-1
661,Almacenamiento de Datos,1,4.8,2021-1
662,Electiva Profesional 2,3,3.6,2022-3
663,Ingles 3,2,0.7,2021-1
664,Seminario de Ing. de Datos e I.A.,2,0.5,2021-3
665,Electiva de Ciencias Sociales,3,1.1,2022-3
666,Algebra Lineal,5,1.3,2024-1
667,Formacion Ciudadana II: Sociedad y Estado,1,1.3,2021-3
668,ETL (Extraccion Transformacion y Carga),1,0.7,2021-1
669,Calculo 2,3,0.4,2022-1
670,Inteligencia Artificial,3,2.7,2023-1
671,Seguridad de la informacion,1,4.7,2023-1
672,Legislacion y etica en el manejo de datos,5,0.2,2022-1
673,Electiva Libre I,4,2.6,2024-1
674,Ingles 2,4,1.1,2021-1
675,Electiva de Ciencias Sociales,5,4.3,2023-1
676,Ingles 3,2,1.7,2022-3
677,Electiva Profesional 5,4,1.5,2024-1
678,Algebra Lineal,5,1.1,2023-1
679,Ingenieria y Sostenibilidad,5,0.4,2024-1
680,ETL (Extraccion Transformacion y Carga),5,0.4,2022-3
681,Administracion para Ingenieros,2,1.1,2021-1
682,Electiva Profesional 3,4,2.1,2022-1
683,Formacion Ciudadana II: Sociedad y Estado,5,0.9,2021-3
684,Logica y Matematica Discreta,4,3.9,2022-3
685,Calculo 1,5,3.1,2022-3
686,Electiva Profesional I,1,2.6,2024-1
687,Calculo 2,5,4.8,2021-3
688,Electiva Profesional 4,5,3.3,2022-1
689,Electiva de Lectura y Escritura,4,4.6,2022-1
690,Ingles 4,5,2.5,2024-1
691,Estadistica y Probabilidad II,3,4.3,2023-1
692,Logica y Matematica Discreta,1,1.0,2023-3
693,Calculo 1,2,3.8,2021-1
694,Calculo 1,4,4.9,2021-3
695,Ingenieria y Sostenibilidad,1,4.6,2021-1
696,Ingles 3,3,1.1,2021-3
697,Formacion Ciudadana III: Paz y Convivencia,2,3.8,2023-3
698,Formacion Ciudadana II: Sociedad y Estado,5,4.4,2021-1
699,Programacion,2,1.9,2023-1
700,Ingles 4,1,1.8,2023-3
701,Logica y Matematica Discreta,1,2.7,2024-1
702,Almacenamiento de Datos,4,1.7,2021-3
703,Formacion Ciudadana II: Sociedad y Estado,5,3.3,2022-1
704,Analitica de Datos,2,4.8,2024-1
705,Sistemas Operativos,1,2.9,2021-1
706,Electiva Profesional 4,4,3.1,2021-1
707,Analitica de Datos,4,3.1,2021-3
708,Analitica de Datos,2,3.8,2022-1
709,Estadistica y Probabilidad I,5,0.5,2022-1
710,Seminario de Ing. de Datos e I.A.,3,1.0,2023-3
711,Ingles 2,4,1.0,2021-3
712,Legislacion y etica en el manejo de datos,5,4.9,2021-1
713,Formacion Ciudadana II: Sociedad y Estado,3,0.7,2023-1
714,Estadistica y Probabilidad II,1,4.2,2024-1
715,Redes e Infraestructura,3,4.7,2021-3
716,Electiva Profesional I,4,4.2,2021-3
717,Administracion para Ingenieros,4,4.7,2024-1
718,Electiva de Ciencias Sociales,2,1.5,2022-3
719,Ingles 2,5,1.6,2023-3
720,Almacenamiento de Datos,5,1.5,2024-1
721,Legislacion y etica en el manejo de datos,4,4.9,2023-3
722,Formacion Ciudadana II: Sociedad y Estado,3,3.4,2022-3
723,Electiva Libre I,2,3.3,2022-3
724,Formacion Ciudadana I : Identidades y Pluralismo,3,1.1,2022-1
725,Redes e Infraestructura,1,2.6,2022-1
726,Legislacion y etica en el manejo de datos,2,1.1,2022-3
727,Almacenamiento de Datos,2,0.2,2021-1
728,Formacion Ciudadana II: Sociedad y Estado,5,1.8,2022-1
729,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,0.1,2022-3
730,Estadistica y Probabilidad II,5,1.0,2021-1
731,Inteligencia Artificial,1,0.3,2022-1
732,Analitica de Datos,1,4.9,2023-1
733,Electiva Profesional 3,1,2.2,2022-1
734,Electiva Profesional 3,5,2.5,2024-1
735,Seguridad de la informacion,4,3.9,2023-1
736,Electiva Profesional 5,4,3.9,2023-1
737,Matematicas Fundamentales,5,0.7,2024-1
738,Electiva Profesional 5,1,2.6,2021-3
739,Programacion,2,0.9,2022-3
740,Logica y Matematica Discreta,5,0.1,2023-3
741,Electiva Profesional 4,2,2.9,2024-1
742,Estadistica y Probabilidad I,1,2.3,2021-1
743,Almacenamiento de Datos,1,3.8,2024-1
744,Electiva Profesional 3,2,5.0,2024-1
745,Calculo 2,3,0.6,2022-1
746,Electiva de Ciencias Sociales,4,3.1,2022-3
747,Electiva Profesional 3,5,1.8,2023-1
748,Matematicas Fundamentales,2,4.0,2024-1
749,Electiva Libre I,1,4.4,2022-3
750,Inteligencia Artificial,3,4.9,2023-1
751,Administracion para Ingenieros,1,1.2,2021-3
752,Formacion Ciudadana II: Sociedad y Estado,4,1.2,2022-1
753,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,2.1,2023-1
754,Comunicacion Oral y Escrita,4,1.8,2022-1
755,Matematicas Fundamentales,3,1.6,2023-1
756,Algebra Lineal,2,1.0,2023-3
757,Seminario de Ing. de Datos e I.A.,2,2.6,2023-1
758,ETL (Extraccion Transformacion y Carga),4,1.5,2023-1
759,Electiva Libre I,5,4.9,2023-3
760,Electiva Libre I,1,1.0,2021-1
761,Calculo 1,4,4.3,2022-1
762,ETL (Extraccion Transformacion y Carga),4,3.0,2022-3
763,Programacion,4,1.6,2021-3
764,Ingenieria y Sostenibilidad,5,3.1,2023-1
765,Analitica de Datos,1,2.6,2022-1
766,Sistemas Operativos,4,2.1,2022-3
767,Ingenieria y Sostenibilidad,2,1.6,2022-3
768,Analitica de Datos,5,1.2,2021-1
769,Electiva Profesional 3,4,2.4,2021-1
770,Algebra Lineal,1,3.9,2023-1
771,Formacion Ciudadana II: Sociedad y Estado,3,3.3,2022-1
772,Administracion para Ingenieros,1,3.4,2021-1
773,Formacion Ciudadana I : Identidades y Pluralismo,5,4.4,2023-3
774,Administracion para Ingenieros,5,2.4,2024-1
775,Calculo 2,2,4.3,2022-3
776,Ingles 5,5,4.0,2021-3
777,Administracion para Ingenieros,1,4.9,2021-3
778,Electiva Profesional 3,5,1.2,2021-1
779,Redes e Infraestructura,4,0.3,2022-3
780,Inteligencia Artificial,2,1.5,2023-1
781,Matematicas Fundamentales,4,3.9,2023-3
782,Calculo 1,2,4.1,2023-1
783,Ingles 2,4,4.2,2023-3
784,Redes e Infraestructura,2,0.1,2022-3
785,Ingles 4,2,3.0,2022-1
786,Almacenamiento de Datos,3,4.6,2021-3
787,Formacion Ciudadana I : Identidades y Pluralismo,3,3.2,2022-3
788,Sistemas Operativos,1,0.3,2021-1
789,Logica y Matematica Discreta,2,0.7,2022-1
790,Electiva Profesional 3,5,3.2,2021-1
791,Comunicacion Oral y Escrita,1,1.8,2022-3
792,Electiva Profesional 4,3,0.4,2023-1
793,Ingles 4,2,0.1,2024-1
794,Seguridad de la informacion,2,0.7,2022-3
795,Electiva Profesional 2,3,2.4,2023-3
796,Electiva Profesional 3,4,3.0,2023-1
797,Ingles 4,1,3.7,2021-3
798,Electiva de Lectura y Escritura,3,1.3,2022-3
799,Ingles 2,2,3.9,2023-1
800,Seguridad de la informacion,2,2.1,2022-3
801,Analitica de Datos,4,2.6,2023-3
802,Logica y Matematica Discreta,3,0.2,2022-3
803,Almacenamiento de Datos,4,3.9,2021-3
804,Estadistica y Probabilidad II,5,1.3,2021-1
805,ETL (Extraccion Transformacion y Carga),1,1.4,2021-3
806,Logica y Matematica Discreta,1,2.9,2023-1
807,Algebra Lineal,1,2.1,2022-1
808,Electiva Profesional 3,3,3.1,2022-1
809,Programacion,2,2.1,2024-1
810,Inteligencia Artificial,2,3.2,2023-1
811,Almacenamiento de Datos,4,4.3,2023-3
812,Comunicacion Oral y Escrita,1,2.4,2021-1
813,Electiva Profesional 3,1,0.9,2024-1
814,Innovacion y Emprendimiento,1,2.1,2024-1
815,Electiva Profesional I,3,2.2,2022-1
816,Ingles 3,3,1.8,2024-1
817,Ingles 5,3,3.5,2024-1
818,Comunicacion Oral y Escrita,2,3.6,2023-1
819,Logica y Matematica Discreta,5,1.4,2023-3
820,ETL (Extraccion Transformacion y Carga),5,2.4,2023-3
821,Innovacion y Emprendimiento,2,2.6,2023-3
822,Formacion Ciudadana II: Sociedad y Estado,4,3.5,2023-3
823,Calculo 2,1,1.4,2023-1
824,Estadistica y Probabilidad II,3,2.0,2022-3
825,Almacenamiento de Datos,3,0.7,2022-3
826,Innovacion y Emprendimiento,3,0.6,2023-3
827,Innovacion y Emprendimiento,2,2.6,2023-3
828,Calculo 1,2,0.3,2022-1
829,Redes e Infraestructura,3,4.6,2022-3
830,Calculo 2,4,2.4,2023-3
831,Ingles 4,5,3.7,2023-1
832,Calculo 2,2,3.8,2021-3
833,Innovacion y Emprendimiento,1,3.1,2021-1
834,Electiva de Lectura y Escritura,2,3.7,2023-3
835,Comunicacion Oral y Escrita,2,2.1,2023-1
836,Calculo 1,1,1.8,2024-1
837,Comunicacion Oral y Escrita,2,0.2,2021-1
838,Ingles 4,5,0.8,2021-3
839,Formacion Ciudadana II: Sociedad y Estado,3,2.2,2022-1
840,Formacion Ciudadana III: Paz y Convivencia,3,2.7,2021-1
841,Formacion Ciudadana III: Paz y Convivencia,1,2.1,2021-3
842,Seminario de Ing. de Datos e I.A.,1,1.0,2022-1
843,Electiva Profesional 2,4,2.9,2022-1
844,Analitica de Datos,2,2.8,2023-1
845,Programacion,5,2.0,2022-3
846,Legislacion y etica en el manejo de datos,5,2.3,2024-1
847,Ingles 3,1,2.9,2023-1
848,Formacion Ciudadana III: Paz y Convivencia,3,4.6,2021-3
849,Inteligencia Artificial,5,0.2,2021-1
850,Electiva Libre I,2,3.9,2022-1
851,Electiva Profesional 5,4,3.1,2024-1
852,Calculo 2,2,2.7,2024-1
853,Ingles 1,2,0.9,2021-3
854,Formacion Ciudadana I : Identidades y Pluralismo,5,1.7,2022-1
855,Formacion Ciudadana I : Identidades y Pluralismo,2,1.0,2023-3
856,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,3.4,2023-1
857,Ingles 2,1,4.7,2023-3
858,Almacenamiento de Datos,3,2.6,2022-3
859,Electiva Profesional 4,5,0.5,2022-3
860,Electiva Profesional 4,2,2.0,2022-1
861,Algebra Lineal,1,0.6,2023-3
862,Electiva Profesional 5,5,3.8,2021-3
863,Estadistica y Probabilidad II,4,1.9,2021-1
864,Electiva de Lectura y Escritura,3,4.6,2024-1
865,Formacion Ciudadana I : Identidades y Pluralismo,4,1.1,2022-1
866,Electiva Libre I,4,2.1,2022-3
867,Comunicacion Oral y Escrita,2,2.1,2023-3
868,Comunicacion Oral y Escrita,1,4.4,2024-1
869,Programacion,1,1.9,2023-1
870,Legislacion y etica en el manejo de datos,2,2.2,2021-3
871,Formacion Ciudadana I : Identidades y Pluralismo,2,0.8,2022-3
872,Ingles 2,1,0.2,2022-1
873,Sistemas Operativos,3,2.3,2024-1
874,ETL (Extraccion Transformacion y Carga),5,4.0,2021-3
875,Matematicas Fundamentales,5,4.3,2023-3
876,Seguridad de la informacion,1,2.5,2023-1
877,Inteligencia Artificial,5,2.0,2021-1
878,Calculo 1,1,2.3,2021-1
879,Electiva Profesional 3,3,3.4,2021-3
880,Matematicas Fundamentales,5,2.4,2023-3
881,Ingles 1,2,4.9,2021-3
882,Ingles 1,4,0.5,2022-1
883,Administracion para Ingenieros,1,3.0,2023-1
884,Logica y Matematica Discreta,5,1.2,2022-3
885,Logica y Matematica Discreta,5,4.9,2022-3
886,Seguridad de la informacion,2,0.1,2022-1
887,Electiva de Ciencias Sociales,3,3.3,2024-1
888,Formacion Ciudadana III: Paz y Convivencia,4,3.5,2021-1
889,Ingles 1,5,4.0,2021-1
890,Administracion para Ingenieros,4,1.7,2023-1
891,Electiva Profesional 5,1,1.2,2024-1
892,Ingles 1,3,4.0,2022-1
893,Analitica de Datos,2,1.6,2024-1
894,Seminario de Ing. de Datos e I.A.,2,3.5,2023-1
895,Administracion para Ingenieros,2,0.3,2024-1
896,Calculo 2,2,3.5,2023-3
897,Electiva de Lectura y Escritura,5,1.7,2022-1
898,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,4.6,2023-3
899,Seminario de Ing. de Datos e I.A.,1,2.6,2024-1
900,Ingenieria y Sostenibilidad,4,2.0,2023-3
901,ETL (Extraccion Transformacion y Carga),4,2.2,2024-1
902,Calculo 2,5,2.9,2021-3
903,Seguridad de la informacion,2,0.7,2022-1
904,Electiva Profesional 3,1,2.8,2022-3
905,Electiva de Ciencias Sociales,5,1.4,2021-1
906,Formacion Ciudadana III: Paz y Convivencia,5,3.0,2023-3
907,Ingles 5,2,2.0,2021-1
908,Ingles 2,3,3.1,2022-3
909,Calculo 1,4,3.7,2023-1
910,Estadistica y Probabilidad I,1,2.0,2021-1
911,Ingenieria y Sostenibilidad,2,3.3,2024-1
912,Electiva Profesional 5,3,1.9,2022-3
913,Electiva Profesional 4,2,4.1,2024-1
914,Analitica de Datos,1,1.9,2021-1
915,Redes e Infraestructura,1,1.4,2022-3
916,Seminario de Ing. de Datos e I.A.,3,4.3,2022-3
917,Analitica de Datos,3,4.3,2022-3
918,Legislacion y etica en el manejo de datos,2,2.8,2024-1
919,Ingenieria y Sostenibilidad,5,0.4,2022-3
920,Programacion,4,0.9,2022-3
921,Ingles 4,1,1.2,2023-1
922,Sistemas Operativos,3,2.8,2021-3
923,Ingles 4,1,1.2,2023-3
924,Estadistica y Probabilidad I,5,1.6,2022-3
925,Ingles 2,4,3.8,2023-1
926,Electiva Profesional 3,5,1.5,2021-3
927,Electiva Profesional 3,3,1.8,2023-3
928,Comunicacion Oral y Escrita,1,0.6,2023-3
929,Matematicas Fundamentales,5,1.5,2021-3
930,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,0.7,2021-1
931,Seminario de Ing. de Datos e I.A.,1,1.5,2023-1
932,Analitica de Datos,3,1.9,2023-3
933,Formacion Ciudadana II: Sociedad y Estado,3,3.2,2023-3
934,Ingles 2,2,4.6,2024-1
935,Formacion Ciudadana I : Identidades y Pluralismo,5,1.8,2023-3
936,Redes e Infraestructura,4,4.3,2023-1
937,Redes e Infraestructura,4,2.7,2023-1
938,Algebra Lineal,3,0.5,2022-3
939,Estadistica y Probabilidad I,2,1.0,2024-1
940,Seguridad de la informacion,4,0.6,2022-3
941,Seguridad de la informacion,3,4.9,2021-3
942,Electiva Profesional 3,2,0.1,2023-3
943,Electiva Profesional 2,3,4.3,2024-1
944,ETL (Extraccion Transformacion y Carga),1,0.5,2022-3
945,Legislacion y etica en el manejo de datos,3,1.9,2022-1
946,Programacion,2,4.6,2024-1
947,Comunicacion Oral y Escrita,4,1.3,2023-3
948,Electiva Profesional 5,1,0.0,2022-1
949,Electiva Profesional 3,1,0.9,2023-1
950,Electiva Profesional I,2,3.2,2023-3
951,Programacion,2,0.8,2024-1
952,ETL (Extraccion Transformacion y Carga),1,1.2,2023-1
953,Ingles 3,5,2.5,2024-1
954,Electiva Profesional 4,3,2.9,2021-3
955,Estadistica y Probabilidad I,3,1.5,2021-1
956,Electiva de Lectura y Escritura,2,0.3,2022-3
957,Redes e Infraestructura,3,2.7,2023-3
958,Calculo 1,3,2.5,2022-3
959,Calculo 1,2,0.5,2023-3
960,Calculo 1,2,1.2,2022-3
961,Matematicas Fundamentales,2,1.7,2023-3
962,Electiva Profesional 5,1,4.0,2022-3
963,Electiva Profesional 4,2,2.0,2023-3
964,Electiva Profesional 4,1,0.4,2021-3
965,Electiva de Lectura y Escritura,1,2.4,2024-1
966,Formacion Ciudadana II: Sociedad y Estado,2,0.4,2021-3
967,Electiva Profesional 3,1,2.2,2023-3
968,Administracion para Ingenieros,1,4.3,2022-3
969,Programacion,1,3.1,2021-3
970,Redes e Infraestructura,4,4.6,2023-1
971,Algebra Lineal,2,1.0,2023-1
972,Sistemas Operativos,5,3.0,2021-1
973,Comunicacion Oral y Escrita,3,3.3,2022-1
974,Estadistica y Probabilidad II,2,3.4,2023-1
975,Ingles 3,4,2.5,2023-3
976,Formacion Ciudadana II: Sociedad y Estado,3,4.6,2021-3
977,Inteligencia Artificial,5,1.6,2022-1
978,Analitica de Datos,4,4.7,2022-1
979,Electiva Profesional I,2,1.0,2023-1
980,Electiva de Ciencias Sociales,1,2.5,2022-1
981,Electiva Profesional 2,4,0.3,2022-3
982,Algebra Lineal,1,2.1,2022-1
983,Electiva de Ciencias Sociales,5,1.2,2023-1
984,Estadistica y Probabilidad I,3,4.8,2024-1
985,Estadistica y Probabilidad II,5,4.2,2021-3
986,Sistemas Operativos,4,4.5,2021-3
987,Ingles 2,2,1.4,2022-1
988,Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,3.8,2021-3
989,Seguridad de la informacion,2,4.8,2023-1
990,Electiva de Lectura y Escritura,1,4.2,2021-3
991,Ingles 2,2,2.2,2023-3
992,Ingles 1,4,0.7,2024-1
993,ETL (Extraccion Transformacion y Carga),4,0.8,2021-3
994,Sistemas Operativos,3,1.8,2022-3
995,Redes e Infraestructura,2,4.8,2024-1
996,Ingles 4,2,0.9,2022-1
997,Sistemas Operativos,4,1.5,2022-1
998,Calculo 2,3,1.9,2023-1
999,Innovacion y Emprendimiento,5,1.6,2021-3
1000,Programacion,4,4.8,2021-3
